Plot,Block,Treatment,OTU,Species,Genus,Family,Order,Phylum,Relative.Abundance,EcM.density,Absolute.Abundance
MAT.B4.W,B4,Warmed,X13,Cortinarius_delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X14,Cortinarius_sp._2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0.084745763,0.8078571,0.068462466
MAT.B4.W,B4,Warmed,X15,Cortinarius_paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0.016949153,0.8078571,0.013692493
MAT.B4.W,B4,Warmed,X16,Cortinarius_sp._3,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X17,Helotiales_sp._1,Helotiales_sp._1,Helotiales_sp._1,Helotiales,Ascomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X18,Laccaria_laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X19,Lactarius_vietus_1,Lactarius,Russulaceae,Russulales,Basidiomycota,0.101694915,0.8078571,0.082154959
MAT.B4.W,B4,Warmed,X20,Lactarius_glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,0.016949153,0.8078571,0.013692493
MAT.B4.W,B4,Warmed,X21,Lactarius_vietus_2,Lactarius,Russulaceae,Russulales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X22,Leccinum_holopus,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X23,Leccinum_scabrum,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X24,Leccinum_variicolor_1,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X25,Leccinum_variicolor_2,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X26,Leccinum_variicolor_3,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X27,Leptodontidium_elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X28,Meliniomyces_variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X29,Meliniomyces_bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X30,Phialocephala_fortinii,Phialocephala,Helotiaceae,Helotiales,Ascomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X31,Pseudotomentella_sp._1,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X32,Rhizoscyphus_ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X33,Thelephora_terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X34,Tomentella_sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0.084745763,0.8078571,0.068462466
MAT.B4.W,B4,Warmed,X35,Tomentella_sp._1,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0.050847458,0.8078571,0.04107748
MAT.B4.W,B4,Warmed,X36,Tomentellopsis_submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X37,Russula_chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,0.084745763,0.8078571,0.068462466
MAT.B4.W,B4,Warmed,X38,Russula_decolorans,Russula,Russulaceae,Russulales,Basidiomycota,0.491525424,0.8078571,0.397082303
MAT.B4.W,B4,Warmed,X39,Russula_nitida/sphagnicola,Russula,Russulaceae,Russulales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X40,Russula_sp._1,Russula,Russulaceae,Russulales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X41,Russula_sp._2,Russula,Russulaceae,Russulales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X42,Russula_sp._3,Russula,Russulaceae,Russulales,Basidiomycota,0,0.8078571,0
MAT.B4.W,B4,Warmed,X43,Russula_sp._4,Russula,Russulaceae,Russulales,Basidiomycota,0.016949153,0.8078571,0.013692493
MAT.B4.W,B4,Warmed,X44,Russula_vinosa,Russula,Russulaceae,Russulales,Basidiomycota,0,0.8078571,0
MAT.B4.WF,B4,Warmed.Fertilized,X1,Alternaria_alternata,Alternaria,Pleosporaceae,Pleosporales,Ascomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X2,Articulospora_tetracladia,Articulospora,Helotiaceae,Helotiales,Ascomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X3,Cadophora_finlandica,Cadophora,Helotiaceae,Helotiales,Ascomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X4,Cenococcum_geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,0.25,0.8189527,0.204738175
MAT.B4.WF,B4,Warmed.Fertilized,X5,Chalara_sp._1,Chalara,Helotiaceae,Helotiales,Ascomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X6,Cortinarius_sp._1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X7,Cortinarius_croceus_1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X8,Cortinarius_glandicolor,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X9,Cortinarius_casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0.0625,0.8189527,0.051184544
MAT.B4.WF,B4,Warmed.Fertilized,X10,Cortinarius_croceus_2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X11,Cortinarius_herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X12,Cortinarius_tabularis,Cortinarius,Cortinariaceae,Agricales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X13,Cortinarius_delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X14,Cortinarius_sp._2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X15,Cortinarius_paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X16,Cortinarius_sp._3,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0.09375,0.8189527,0.076776816
MAT.B4.WF,B4,Warmed.Fertilized,X17,Helotiales_sp._1,Helotiales_sp._1,Helotiales_sp._1,Helotiales,Ascomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X18,Laccaria_laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X19,Lactarius_vietus_1,Lactarius,Russulaceae,Russulales,Basidiomycota,0.25,0.8189527,0.204738175
MAT.B4.WF,B4,Warmed.Fertilized,X20,Lactarius_glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,0.0625,0.8189527,0.051184544
MAT.B4.WF,B4,Warmed.Fertilized,X21,Lactarius_vietus_2,Lactarius,Russulaceae,Russulales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X22,Leccinum_holopus,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X23,Leccinum_scabrum,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X24,Leccinum_variicolor_1,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X25,Leccinum_variicolor_2,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X26,Leccinum_variicolor_3,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X27,Leptodontidium_elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X28,Meliniomyces_variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X29,Meliniomyces_bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0.0625,0.8189527,0.051184544
MAT.B4.WF,B4,Warmed.Fertilized,X30,Phialocephala_fortinii,Phialocephala,Helotiaceae,Helotiales,Ascomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X31,Pseudotomentella_sp._1,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X32,Rhizoscyphus_ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X33,Thelephora_terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X34,Tomentella_sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X35,Tomentella_sp._1,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X36,Tomentellopsis_submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,0.03125,0.8189527,0.025592272
MAT.B4.WF,B4,Warmed.Fertilized,X37,Russula_chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,0.03125,0.8189527,0.025592272
MAT.B4.WF,B4,Warmed.Fertilized,X38,Russula_decolorans,Russula,Russulaceae,Russulales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X39,Russula_nitida/sphagnicola,Russula,Russulaceae,Russulales,Basidiomycota,0.125,0.8189527,0.102369088
MAT.B4.WF,B4,Warmed.Fertilized,X40,Russula_sp._1,Russula,Russulaceae,Russulales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X41,Russula_sp._2,Russula,Russulaceae,Russulales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X42,Russula_sp._3,Russula,Russulaceae,Russulales,Basidiomycota,0.03125,0.8189527,0.025592272
MAT.B4.WF,B4,Warmed.Fertilized,X43,Russula_sp._4,Russula,Russulaceae,Russulales,Basidiomycota,0,0.8189527,0
MAT.B4.WF,B4,Warmed.Fertilized,X44,Russula_vinosa,Russula,Russulaceae,Russulales,Basidiomycota,0,0.8189527,0
