Root.tip.ID,Seq.plate,Seq.plate.well,Plot,Treatment,Block,Core,ECM,Accession,OTU ,Species,Genus,Family,Order,Phylum,enz.well,LAP,NAG,PHOS,ABTS,TMB
MAT.B1.W.23,3,1G,MAT.B1.W,Warmed,B1,1,Yes,KY681427.1,40,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,6H,0.464377669,30.98227346,80.56786006,605.969836,1968.50475
MAT.B1.W.24,3,1H,MAT.B1.W,Warmed,B1,1,Yes,KY681427.1,40,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,7D,0.6518848,16.52355582,43.0379833,717.1311872,1799.987779
MAT.B4.C.9,3,10A,MAT.B4.C,Control,B4,4,Yes,KY681427.1,40,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,4E,1.61919854,37.96124179,60.23803577,786.494823,1460.452487
MAT.B4.C.11,3,10C,MAT.B4.C,Control,B4,4,Yes,KY681427.1,40,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,5A,1.141675887,34.80424066,62.61026085,1093.958096,717.9015867
MAT.B3.C.20,6,6D,MAT.B3.C,Control,B3,12,Yes,FJ845428.1,40,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,7C,0.753121471,31.89797855,67.46677261,62.59142507,276.7601506
MAT.B3.C.27,6,7C,MAT.B3.C,Control,B3,2,Yes,FJ845428.1,40,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,9D,1.834335885,32.87622755,82.23541481,96.52898346,1264.083036
MAT.B3.C.28,6,7D,MAT.B3.C,Control,B3,2,Yes,JQ711959.1,40,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,9G,2.010024835,32.93752731,131.7283694,835.7900769,1363.945577
MAT.B3.WF.28,7,10D,MAT.B3.WF,Warmed.Fertilized,B3,5,Yes,JQ711959.1,40,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,7A,0.685297392,11.07822282,121.8696259,352.549573,1110.982095
MAT.B3.WF.10,7,8B,MAT.B3.WF,Warmed.Fertilized,B3,9,Yes,KU205349.1,41,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,4C,1.858622702,5.923473504,102.3080619,68.57702513,300.6922992
MAT.B3.WF.12,7,8D,MAT.B3.WF,Warmed.Fertilized,B3,9,Yes,KU205349.1,41,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,4F,1.573960861,3.657551638,89.42262631,70.84671493,334.6024728
MAT.B1.C.22,2,3F,MAT.B1.C,Control,B1,2,Yes,KX988014.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,6F,1.663778898,18.89591748,46.42718654,636.3653418,1537.154212
MAT.B1.C.23,2,3G,MAT.B1.C,Control,B1,12,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,6G,1.24775431,13.02040592,34.49462637,406.7318087,803.9173958
MAT.B1.C.24,2,3H,MAT.B1.C,Control,B1,12,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,7A,1.858396612,31.06622516,59.16538396,858.5858612,1825.537118
MAT.B1.C.25,2,4A,MAT.B1.C,Control,B1,12,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,7C,2.229332664,38.81649591,60.40066358,807.2829754,1234.014524
MAT.B1.C.27,2,4C,MAT.B1.C,Control,B1,12,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,7F,2.295511506,28.08290484,55.45897583,684.2725775,1719.118018
MAT.B1.C.35,2,5C,MAT.B1.C,Control,B1,10,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,9A,1.78878805,42.69733878,57.73026736,372.6506478,1128.251036
MAT.B1.C.36,2,5D,MAT.B1.C,Control,B1,10,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,9C,1.677404494,32.64861551,52.81299121,529.5876505,1178.123657
MAT.B1.C.37,2,5E,MAT.B1.C,Control,B1,10,Yes,KX988014.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,9D,1.055656082,20.54402528,36.39029146,380.5357357,1050.254957
MAT.B1.C.38,2,5F,MAT.B1.C,Control,B1,10,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,9E,1.879851851,30.8465702,53.15524592,552.4299837,1417.140125
MAT.B1.C.39,2,5G,MAT.B1.C,Control,B1,10,Yes,KX988014.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,9G,2.782676857,53.80335661,71.02756278,1042.214744,1840.724365
MAT.B1.C.40,2,5H,MAT.B1.C,Control,B1,10,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,9H,1.660737502,29.94727779,49.96423774,522.8821436,1788.792503
MAT.B1.W.28,3,2D,MAT.B1.W,Warmed,B1,4,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,8D,0.602239771,12.82451473,28.54791299,750.3019417,1386.205572
MAT.B1.W.31,3,2G,MAT.B1.W,Warmed,B1,4,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,9A,1.017244708,13.13827508,30.40847771,856.6757416,1689.838574
MAT.B4.WF.37,4,6F,MAT.B4.WF,Warmed.Fertilized,B4,3,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,10H,2.870156574,54.10845489,42.29720583,0,214.3830155
MAT.B2.C.16,4,9H,MAT.B2.C,Control,B2,4,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,5G,3.285982277,29.87784402,44.72562456,873.8762394,2573.515968
MAT.B2.C.36,4,12D,MAT.B2.C,Control,B2,7,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,10A,1.458167475,27.97118482,41.49712799,797.9497223,1047.172339
MAT.B2.W.1,5,6A,MAT.B2.W,Warmed,B2,5,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,3C,0.747715431,34.9624654,61.70455461,849.5829061,1031.461014
MAT.B2.W.2,5,6B,MAT.B2.W,Warmed,B2,5,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,3D,1.107374454,36.5174562,63.43391435,823.0939178,1171.392064
MAT.B2.W.5,5,6E,MAT.B2.W,Warmed,B2,5,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,4B,0.822421148,34.5393697,85.97572063,1144.795878,2264.941562
MAT.B2.W.10,5,7B,MAT.B2.W,Warmed,B2,9,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,5D,1.332097058,30.12478621,58.1618513,473.3060447,947.8322666
MAT.B2.W.24,5,8H,MAT.B2.W,Warmed,B2,6,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,8F,3.290290524,47.85969777,97.76507039,1130.505354,2093.274732
MAT.B2.W.26,5,9B,MAT.B2.W,Warmed,B2,6,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,8H,2.609574196,54.05392998,91.72491848,962.852521,1849.79564
MAT.B2.W.35,5,10C,MAT.B2.W,Warmed,B2,4,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,11C,1.090654055,39.82350217,56.40789225,925.6649869,2097.652574
MAT.B2.W.40,5,10H,MAT.B2.W,Warmed,B2,7,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,11H,1.699128695,38.37426443,68.38135101,672.7700088,1349.008879
MAT.B3.WF.1,7,7A,MAT.B3.WF,Warmed.Fertilized,B3,7,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,3B,1.69153424,17.88779995,95.62025787,770.2203415,1544.387388
MAT.B3.WF.2,7,7B,MAT.B3.WF,Warmed.Fertilized,B3,7,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,3C,1.273692048,16.19491667,63.42437034,503.9744261,835.9927017
MAT.B3.WF.3,7,7C,MAT.B3.WF,Warmed.Fertilized,B3,7,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,3D,1.459172415,18.84367471,105.2511949,858.2678311,1571.004651
MAT.B3.WF.4,7,7D,MAT.B3.WF,Warmed.Fertilized,B3,7,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,3E,2.581977893,30.31884365,129.9709232,1425.848872,2489.180551
MAT.B3.WF.5,7,7E,MAT.B3.WF,Warmed.Fertilized,B3,7,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,3F,2.458361502,16.65898511,109.5437635,946.4768396,1897.876517
MAT.B3.WF.6,7,7F,MAT.B3.WF,Warmed.Fertilized,B3,7,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,3G,2.864400805,30.62220248,158.4971175,1526.256292,2571.83218
MAT.B3.WF.8,7,7H,MAT.B3.WF,Warmed.Fertilized,B3,7,Yes,KX099962.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,4A,1.700125465,17.428271,92.97589254,1321.036209,1841.284765
MAT.B1.W.101,7,12A,MAT.B1.W,Warmed,B1,4,Yes,KX988015.1,42,Russula sp.,Russula,Russulaceae,Russulales,Basidiomycota,8F,1.236958745,10.89590016,26.75177721,670.7486752,1469.358757
MAT.B3.W.35,7,6C,MAT.B3.W,Warmed,B3,5,Yes,JQ888203.1,44,Russula vinosa,Russula,Russulaceae,Russulales,Basidiomycota,11H,1.516393656,72.45358992,72.30837155,6.621188311,283.1880638
MAT.B4.W.31,1,4G,MAT.B4.W,Warmed,B4,2,NA,NA,NA,NA,NA,NA,NA,NA,6G,0.519517135,1.947845406,1.222491125,49.54648908,674.1828607
MAT.B4.W.49,1,7A,MAT.B4.W,Warmed,B4,8,Yes,NA,NA,NA,NA,NA,NA,NA,9A,30.426282,24.14364584,103.1735855,177.3821523,484.6128272
MAT.B4.W.58,1,8B,MAT.B4.W,Warmed,B4,6,NA,NA,NA,NA,NA,NA,NA,NA,10B,1.913608988,25.55900866,55.48388903,397.9672986,1441.811942
MAT.B4.W.61,1,8E,MAT.B4.W,Warmed,B4,6,Yes,NA,NA,NA,NA,NA,NA,NA,10E,4.325434752,15.98780124,94.64804271,226.3119708,475.9714149
MAT.B4.W.62,1,8F,MAT.B4.W,Warmed,B4,6,Yes,NA,NA,NA,NA,NA,NA,NA,10F,0.129387794,13.02874923,30.34104707,238.2658113,786.512974
MAT.B4.F.1,1,9A,MAT.B4.F,Fertilized,B4,10,DSE,NA,NA,NA,NA,NA,NA,NA,3A,4.276210043,19.2053258,46.18790568,200.3945849,686.4864621
MAT.B4.F.2,1,9B,MAT.B4.F,Fertilized,B4,10,Maybe,NA,NA,NA,NA,NA,NA,NA,3C,0.633838594,3.734581204,15.06302746,1.451563661,292.2809541
MAT.B4.F.15,1,10G,MAT.B4.F,Fertilized,B4,12,NA,NA,NA,NA,NA,NA,NA,NA,4H,3.751059867,10.06038558,20.75095958,0,441.8060255
MAT.B4.F.16,1,10H,MAT.B4.F,Fertilized,B4,12,NA,NA,NA,NA,NA,NA,NA,NA,5A,0.815170546,5.714332682,12.36549565,0,531.8471648
MAT.B4.F.21,1,11E,MAT.B4.F,Fertilized,B4,3,NA,NA,NA,NA,NA,NA,NA,NA,5F,1.323959911,8.69739961,12.42692675,67.0317401,199.3995303
MAT.B4.F.23,1,11G,MAT.B4.F,Fertilized,B4,3,Yes,NA,NA,NA,NA,NA,NA,NA,5H,4.075215987,16.11293269,22.53638034,237.3506227,532.3157837
MAT.B1.C.8,2,1H,MAT.B1.C,Control,B1,4,Yes,NA,NA,NA,NA,NA,NA,NA,4F,11.57950784,14.44613551,117.3105616,0,130.4170679
MAT.B1.C.15,2,2G,MAT.B1.C,Control,B1,2,NA,NA,NA,NA,NA,NA,NA,NA,5G,26.09630309,15.0684137,93.72099947,95.89020857,178.7708167
MAT.B1.C.16,2,2H,MAT.B1.C,Control,B1,2,NA,NA,NA,NA,NA,NA,NA,NA,5H,1.21781727,21.72580102,35.66297064,380.5310839,997.6602869
MAT.B1.C.17,2,3A,MAT.B1.C,Control,B1,2,Yes,NA,NA,NA,NA,NA,NA,NA,6A,38.69753435,22.85291671,228.3998934,317.392864,511.5048835
MAT.B1.C.18,2,3B,MAT.B1.C,Control,B1,2,NA,NA,NA,NA,NA,NA,NA,NA,6B,27.55377955,16.38439659,121.3425123,203.5401394,318.0760163
MAT.B1.C.19,2,3C,MAT.B1.C,Control,B1,2,Maybe,NA,NA,NA,NA,NA,NA,NA,6C,23.65731681,22.32475664,98.9697973,257.9552568,308.5217807
MAT.B1.C.20,2,3D,MAT.B1.C,Control,B1,2,NA,NA,NA,NA,NA,NA,NA,NA,6D,43.72294372,13.44238045,151.6947064,165.3878486,335.0680724
MAT.B1.C.31,2,4G,MAT.B1.C,Control,B1,5,NA,NA,NA,NA,NA,NA,NA,NA,8D,47.94793573,11.04093948,162.1061519,506.3384133,899.1517991
MAT.B1.C.32,2,4H,MAT.B1.C,Control,B1,5,Yes,NA,NA,NA,NA,NA,NA,NA,8E,35.08016766,6.702659588,109.0144156,526.2207899,2294.459164
MAT.B1.C.33,2,5A,MAT.B1.C,Control,B1,5,NA,NA,NA,NA,NA,NA,NA,NA,8F,1.144306453,27.37596934,44.93934723,558.6502864,1348.618955
MAT.B1.C.34,2,5B,MAT.B1.C,Control,B1,10,Yes,NA,NA,NA,NA,NA,NA,NA,8H,2.170873859,23.37398837,46.25319116,423.1590105,1630.907445
MAT.B1.F.5,2,6E,MAT.B1.F,Fertilized,B1,3,NA,NA,NA,NA,NA,NA,NA,NA,3G,NA,10.83938005,86.24448095,31.58765092,227.7512939
MAT.B1.F.9,2,7A,MAT.B1.F,Fertilized,B1,8,Yes,NA,NA,NA,NA,NA,NA,NA,3H,NA,8.776623885,53.99653015,35.48665894,158.6852176
MAT.B1.F.23,2,8G,MAT.B1.F,Fertilized,B1,2,Yes,NA,NA,NA,NA,NA,NA,NA,6D,1.081341173,8.523259343,72.60729613,22.92516599,174.2437172
MAT.B1.F.35,2,10C,MAT.B1.F,Fertilized,B1,4,Yes,NA,NA,NA,NA,NA,NA,NA,8A,1.315087191,6.771973687,72.12222164,24.80312881,120.5535922
MAT.B1.W.1,2,11A,MAT.B1.W,Warmed,B1,7,Yes,NA,NA,NA,NA,NA,NA,NA,4A,1.528164617,33.55766638,69.52428821,471.3109582,1651.890965
MAT.B1.W.8,2,11H,MAT.B1.W,Warmed,B1,5,Yes,NA,NA,NA,NA,NA,NA,NA,4B,0.998260641,33.47010859,56.40093151,519.5593844,1597.213609
MAT.B1.W.13,2,12E,MAT.B1.W,Warmed,B1,6,NA,NA,NA,NA,NA,NA,NA,NA,5C,0.788009885,33.4572661,84.17508418,559.8926505,1952.768931
MAT.B1.W.14,2,12F,MAT.B1.W,Warmed,B1,6,Maybe,NA,NA,NA,NA,NA,NA,NA,5D,0.829677576,41.45867017,46.29307792,339.7144723,1688.57158
MAT.B1.W.15,2,12G,MAT.B1.W,Warmed,B1,6,Yes,NA,NA,NA,NA,NA,NA,NA,5E,1.014337175,35.47957192,65.74435059,533.9511793,1606.323742
MAT.B1.W.16,2,12H,MAT.B1.W,Warmed,B1,6,Yes,NA,NA,NA,NA,NA,NA,NA,5F,0.6089107,27.52114958,82.24863233,692.9443781,1874.768687
MAT.B1.W.20,3,1D,MAT.B1.W,Warmed,B1,8,NA,NA,NA,NA,NA,NA,NA,NA,6E,1.281878129,22.86053592,17.98250164,198.5537665,562.5834303
MAT.B1.W.21,3,1E,MAT.B1.W,Warmed,B1,8,Yes,NA,NA,NA,NA,NA,NA,NA,6F,1.818185305,18.45118535,62.99688777,173.1551762,537.7813651
MAT.B1.W.29,3,2E,MAT.B1.W,Warmed,B1,4,NA,NA,NA,NA,NA,NA,NA,NA,8E,1.104922213,15.48277251,30.31736585,568.9705736,1306.528738
MAT.B1.W.30,3,2F,MAT.B1.W,Warmed,B1,4,NA,NA,NA,NA,NA,NA,NA,NA,8H,0.839483765,16.39357432,50.71604938,678.0956567,2027.325649
MAT.B1.WF.4,3,4D,MAT.B1.WF,Warmed.Fertilized,B1,4,Yes,NA,NA,NA,NA,NA,NA,NA,3F,1.394980741,8.984916849,105.9532102,5.913592494,122.7620093
MAT.B1.WF.9,3,5A,MAT.B1.WF,Warmed.Fertilized,B1,9,NA,NA,NA,NA,NA,NA,NA,NA,4D,1.052449192,17.39041871,30.70349051,3.209212109,196.4282581
MAT.B1.WF.11,3,5C,MAT.B1.WF,Warmed.Fertilized,B1,9,Yes,NA,NA,NA,NA,NA,NA,NA,4G,1.098133813,62.55672394,84.62540205,0.454335074,131.7667971
MAT.B1.WF.17,3,6A,MAT.B1.WF,Warmed.Fertilized,B1,8,Maybe,NA,NA,NA,NA,NA,NA,NA,6B,0.21099693,34.71074401,34.97212126,67.17514054,146.5137123
MAT.B1.WF.24,3,6H,MAT.B1.WF,Warmed.Fertilized,B1,1,NA,NA,NA,NA,NA,NA,NA,NA,7F,5.124943699,39.43803356,85.04590113,0.573089745,56.43303529
MAT.B4.C.1,3,9A,MAT.B4.C,Control,B4,10,Yes,NA,NA,NA,NA,NA,NA,NA,3A,8.328164587,40.19592248,74.85206601,5.930476786,226.1900857
MAT.B4.C.7,3,9G,MAT.B4.C,Control,B4,3,Yes,NA,NA,NA,NA,NA,NA,NA,4C,29.73891656,22.38786663,82.8320152,419.3119535,784.1006558
MAT.B4.C.8,3,9H,MAT.B4.C,Control,B4,3,NA,NA,NA,NA,NA,NA,NA,NA,4D,54.63393163,21.89114206,184.6878401,825.0991032,792.0685494
MAT.B4.C.10,3,10B,MAT.B4.C,Control,B4,4,NA,NA,NA,NA,NA,NA,NA,NA,4H,1.630083526,31.91583289,50.51999779,1156.972891,1943.718874
MAT.B4.C.14,3,10F,MAT.B4.C,Control,B4,4,NA,NA,NA,NA,NA,NA,NA,NA,5F,1.719711507,51.37098585,72.17445395,2307.591185,2875.03298
MAT.B4.C.17,3,11A,MAT.B4.C,Control,B4,2,NA,NA,NA,NA,NA,NA,NA,NA,6C,17.61123233,20.51648136,139.6537609,5.434053558,254.5046101
MAT.B4.C.20,3,11D,MAT.B4.C,Control,B4,2,Yes,NA,NA,NA,NA,NA,NA,NA,6F,24.40406027,23.87381438,163.3217749,24.75694061,324.7150709
MAT.B4.C.25,3,12A,MAT.B4.C,Control,B4,11,Yes,NA,NA,NA,NA,NA,NA,NA,7H,NA,0.374488155,3.479611564,1437.557894,2934.852655
MAT.B4.C.30,3,12F,MAT.B4.C,Control,B4,6,NA,NA,NA,NA,NA,NA,NA,NA,8G,23.34582377,22.22302647,84.68176625,317.1777922,466.3008534
MAT.B4.C.31,3,12G,MAT.B4.C,Control,B4,6,NA,NA,NA,NA,NA,NA,NA,NA,8H,0.265850227,21.01536312,108.8149161,683.8015808,723.9560457
MAT.B4.C.32,3,12H,MAT.B4.C,Control,B4,6,NA,NA,NA,NA,NA,NA,NA,NA,9B,13.13585802,220.3417822,762.8048656,0,1457.091084
MAT.B4.C.33,4,1A,MAT.B4.C,Control,B4,6,Yes,NA,NA,NA,NA,NA,NA,NA,9E,0.921920842,34.33233815,59.49828298,516.8980052,1115.898733
MAT.B4.C.38,4,1F,MAT.B4.C,Control,B4,5,Yes,NA,NA,NA,NA,NA,NA,NA,10F,40.8727211,29.92430013,115.8217513,652.0888798,987.610463
MAT.B4.WF.2,4,2B,MAT.B4.WF,Warmed.Fertilized,B4,7,Maybe,NA,NA,NA,NA,NA,NA,NA,3B,0.0512968,2.833496509,8.690455546,5.332822099,62.6681919
MAT.B4.WF.5,4,2E,MAT.B4.WF,Warmed.Fertilized,B4,7,NA,NA,NA,NA,NA,NA,NA,NA,3H,0.901089251,10.17360207,13.97891162,151.7954635,312.535862
MAT.B4.WF.10,4,3B,MAT.B4.WF,Warmed.Fertilized,B4,8,Yes,NA,NA,NA,NA,NA,NA,NA,4F,1.033793304,5.612784157,52.55844636,22.27359866,266.8194602
MAT.B4.WF.17,4,4A,MAT.B4.WF,Warmed.Fertilized,B4,5,Yes,NA,NA,NA,NA,NA,NA,NA,6A,2.122211572,21.9193887,65.28723056,21.54877774,539.0103922
MAT.B4.WF.23,4,4H,MAT.B4.WF,Warmed.Fertilized,B4,6,Maybe,NA,NA,NA,NA,NA,NA,NA,7H,1.864035033,21.70590449,49.74402727,186.5966002,552.2876073
MAT.B4.WF.26,4,5C,MAT.B4.WF,Warmed.Fertilized,B4,4,Yes,NA,NA,NA,NA,NA,NA,NA,8C,5.152653737,25.22933942,27.76955484,1.012199219,172.9316632
MAT.B4.WF.29,4,5F,MAT.B4.WF,Warmed.Fertilized,B4,4,Yes,NA,NA,NA,NA,NA,NA,NA,8G,0.882793432,18.42856333,40.23956698,1454.933129,1645.077379
MAT.B4.F.35,4,7C,MAT.B4.F,Fertilized,B4,4,Yes,NA,NA,NA,NA,NA,NA,NA,7G,3.73783045,15.76493487,68.54078568,0.051701592,48.26650364
MAT.B4.F.38,4,7F,MAT.B4.F,Fertilized,B4,1,NA,NA,NA,NA,NA,NA,NA,NA,8B,0.14726069,4.735625571,18.2154042,19.68554921,113.1011883
MAT.B4.F.39,4,7G,MAT.B4.F,Fertilized,B4,9,NA,NA,NA,NA,NA,NA,NA,NA,8C,0.151782868,16.16274028,57.40671592,20.05976831,96.56866881
MAT.B4.F.40,4,7H,MAT.B4.F,Fertilized,B4,9,NA,NA,NA,NA,NA,NA,NA,NA,8D,2.250138185,64.74143577,118.9887878,13.96987474,235.2621617
MAT.B2.C.4,4,8D,MAT.B2.C,Control,B2,9,NA,NA,NA,NA,NA,NA,NA,NA,3D,29.89597036,17.42085592,61.36434962,150.4993049,336.619706
MAT.B2.C.5,4,8E,MAT.B2.C,Control,B2,9,NA,NA,NA,NA,NA,NA,NA,NA,3E,4.362951398,24.02714477,21.44258115,54.47594187,134.5213698
MAT.B2.C.12,4,9D,MAT.B2.C,Control,B2,12,Yes,NA,NA,NA,NA,NA,NA,NA,5B,0.983909143,40.8898077,107.5083482,386.61062,545.1479933
MAT.B2.C.17,4,10A,MAT.B2.C,Control,B2,4,Yes,NA,NA,NA,NA,NA,NA,NA,5H,2.286082774,6.033971044,11.41091918,0,118.5261
MAT.B2.C.19,4,10C,MAT.B2.C,Control,B2,3,NA,NA,NA,NA,NA,NA,NA,NA,6B,11.95118211,44.39995052,78.54827794,189.2615976,404.2502906
MAT.B2.C.33,4,12A,MAT.B2.C,Control,B2,6,Yes,NA,NA,NA,NA,NA,NA,NA,9F,76.2097884,40.94449057,137.8494346,655.8145542,1032.275789
MAT.B2.C.37,4,12E,MAT.B2.C,Control,B2,7,Maybe,NA,NA,NA,NA,NA,NA,NA,10C,1.89124641,17.1834074,20.98785505,23.75524539,104.9292121
MAT.B2.C.39,4,12G,MAT.B2.C,Control,B2,7,Yes,NA,NA,NA,NA,NA,NA,NA,10F,2.64234582,7.104710594,14.34122606,382.4386168,833.8658576
MAT.B2.C.40,4,12H,MAT.B2.C,Control,B2,7,Yes,NA,NA,NA,NA,NA,NA,NA,10G,21.96189254,60.7212019,90.08482081,0,275.9709097
MAT.B2.F.7,5,1F,MAT.B2.F,Fertilized,B2,4,Yes,NA,NA,NA,NA,NA,NA,NA,4B,8.597704899,13.64692141,27.04721177,0,431.4861599
MAT.B2.F.8,5,1G,MAT.B2.F,Fertilized,B2,11,NA,NA,NA,NA,NA,NA,NA,NA,4C,2.100882885,5.706531465,12.96911785,0,177.2956723
MAT.B2.F.14,5,2E,MAT.B2.F,Fertilized,B2,8,Maybe,NA,NA,NA,NA,NA,NA,NA,5C,0.672253113,8.456216199,42.79434151,22.3344457,137.9323098
MAT.B2.F.16,5,2G,MAT.B2.F,Fertilized,B2,8,Yes,NA,NA,NA,NA,NA,NA,NA,5F,2.791724735,20.6389037,30.17454946,1.263816705,408.875253
MAT.B2.F.18,5,3A,MAT.B2.F,Fertilized,B2,6,Yes,NA,NA,NA,NA,NA,NA,NA,6A,4.823759294,15.57305532,40.40620331,0,333.5562849
MAT.B2.F.19,5,3B,MAT.B2.F,Fertilized,B2,6,NA,NA,NA,NA,NA,NA,NA,NA,6B,10.44499936,43.62954787,58.07752723,3.874601835,176.2656523
MAT.B2.F.21,5,3D,MAT.B2.F,Fertilized,B2,6,Yes,NA,NA,NA,NA,NA,NA,NA,6E,8.082857882,24.01252221,35.10398854,0.333257253,171.1420734
MAT.B2.F.24,5,3G,MAT.B2.F,Fertilized,B2,6,NA,NA,NA,NA,NA,NA,NA,NA,7A,1.291690779,17.72268444,11.42797959,0,347.2267256
MAT.B2.F.25,5,3H,MAT.B2.F,Fertilized,B2,9,Maybe,NA,NA,NA,NA,NA,NA,NA,7C,1.927040082,4.973049878,11.6032866,3.791450116,1102.410492
MAT.B2.F.35,5,5B,MAT.B2.F,Fertilized,B2,1,Yes,NA,NA,NA,NA,NA,NA,NA,8G,3.46886285,32.79135804,45.01494788,177.826759,1505.973697
MAT.B2.F.36,5,5C,MAT.B2.F,Fertilized,B2,1,Maybe,NA,NA,NA,NA,NA,NA,NA,8H,2.77780753,9.263966573,23.41242429,88.70357168,420.8167356
MAT.B2.F.37,5,5D,MAT.B2.F,Fertilized,B2,1,Maybe,NA,NA,NA,NA,NA,NA,NA,9C,8.378687353,20.78724025,48.87567467,167.0873566,750.6206364
MAT.B2.F.40,5,5G,MAT.B2.F,Fertilized,B2,1,Yes,NA,NA,NA,NA,NA,NA,NA,9H,4.969407136,19.06749414,37.78771844,185.6471539,434.0916646
MAT.B2.W.6,5,6F,MAT.B2.W,Warmed,B2,9,Yes,NA,NA,NA,NA,NA,NA,NA,4D,1.540928434,36.42402885,59.40054372,576.8283675,1222.576677
MAT.B2.W.16,5,7H,MAT.B2.W,Warmed,B2,8,Maybe,NA,NA,NA,NA,NA,NA,NA,6G,17.24579671,72.50894374,36.59447924,0.184864508,147.3515734
MAT.B2.W.20,5,8D,MAT.B2.W,Warmed,B2,3,Yes,NA,NA,NA,NA,NA,NA,NA,7E,1.350909582,40.55117832,78.87358475,420.0947447,1358.58202
MAT.B2.W.23,5,8G,MAT.B2.W,Warmed,B2,6,Maybe,NA,NA,NA,NA,NA,NA,NA,8D,0.515026477,8.913702795,13.20901063,40.84283379,272.2389628
MAT.B2.W.31,5,9G,MAT.B2.W,Warmed,B2,2,Yes,NA,NA,NA,NA,NA,NA,NA,10C,0.153592054,10.19551166,9.071168113,178.2764381,18.37510785
MAT.B2.W.33,5,10A,MAT.B2.W,Warmed,B2,4,Yes,NA,NA,NA,NA,NA,NA,NA,10F,2.592934347,20.77082149,85.68511138,44.16550029,630.6082241
MAT.B2.W.39,5,10G,MAT.B2.W,Warmed,B2,7,Yes,NA,NA,NA,NA,NA,NA,NA,11G,2.078386154,46.43277408,69.91742831,1107.10667,1469.391479
MAT.B2.WF.5,5,11E,MAT.B2.WF,Warmed.Fertilized,B2,8,Yes,NA,NA,NA,NA,NA,NA,NA,4A,1.497523396,16.31625703,16.32297154,194.5827692,496.5805705
MAT.B2.WF.11,5,12C,MAT.B2.WF,Warmed.Fertilized,B2,2,Maybe,NA,NA,NA,NA,NA,NA,NA,5A,2.298557219,46.79023834,63.22482619,819.9597841,1931.019126
MAT.B2.WF.12,5,12D,MAT.B2.WF,Warmed.Fertilized,B2,2,Maybe,NA,NA,NA,NA,NA,NA,NA,5B,1.573616882,30.06796147,69.65525572,1264.576879,2827.79839
