Root.tip.ID,Seq.plate,Seq.plate.well,Plot,Treatment,Block,Core,ECM,Accession,OTU ,Species,Genus,Family,Order,Phylum,enz.well,LAP,NAG,PHOS,ABTS,TMB
MAT.B2.C.7,4,8G,MAT.B2.C,Control,B2,1,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,3G,9.517132194,22.4110894,50.95142776,173.7146157,295.8210911
MAT.B2.C.8,4,8H,MAT.B2.C,Control,B2,1,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,3H,10.15963588,24.95619044,51.1725621,18.93481491,366.7255333
MAT.B2.C.10,4,9B,MAT.B2.C,Control,B2,1,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,4D,10.58605725,23.88058969,45.20452045,210.3578281,287.3277137
MAT.B2.C.18,4,10B,MAT.B2.C,Control,B2,3,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,6A,11.19269009,37.12728983,54.68768003,228.3664151,358.3010863
MAT.B2.C.20,4,10D,MAT.B2.C,Control,B2,3,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,6C,5.901165871,22.69044571,39.51325553,263.7260488,351.1858455
MAT.B2.C.21,4,10E,MAT.B2.C,Control,B2,3,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,6D,6.844510815,27.7889597,62.80657022,313.7069508,546.9037724
MAT.B2.C.22,4,10F,MAT.B2.C,Control,B2,3,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,6F,10.84428893,30.5676264,66.00964582,209.8280058,487.641048
MAT.B2.C.23,4,10G,MAT.B2.C,Control,B2,3,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,7A,6.866095288,21.26814882,58.11607817,299.7292267,333.865675
MAT.B2.F.39,5,5F,MAT.B2.F,Fertilized,B2,1,Yes,JQ888186.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,9E,4.616050231,19.52190621,45.40945371,93.4008994,405.9369882
MAT.B2.W.38,5,10F,MAT.B2.W,Warmed,B2,11,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,11F,7.521969412,43.17597968,103.9493793,540.3053914,1221.452705
MAT.B2.WF.35,6,3C,MAT.B2.WF,Warmed.Fertilized,B2,3,Yes,MG551732.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,10G,4.796953692,20.07447644,80.03359825,217.8965317,707.2833813
MAT.B3.C.29,6,7E,MAT.B3.C,Control,B3,8,Yes,MG551732.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,10A,10.71345496,26.25160839,66.1002203,263.6163924,423.6750442
MAT.B3.C.31,6,7G,MAT.B3.C,Control,B3,8,Yes,MG551732.1,19,Lactarius sp.,Lactarius,Russulaceae,Russulales,Basidiomycota,10C,8.60015201,20.7203732,68.70183172,265.251167,492.1799705
MAT.B3.C.40,6,8H,MAT.B3.C,Control,B3,4,Yes,MK397152.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,11H,NA,15.25326441,99.54264192,154.4237937,304.895759
MAT.B3.F.12,6,10D,MAT.B3.F,Fertilized,B3,3,Yes,KF133267.1,19,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,4H,4.194629252,51.9898903,93.44192,468.8462254,1299.227676
MAT.B4.W.56,1,7H,MAT.B4.W,Warmed,B4,8,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,9H,5.484373555,31.84011986,56.54548042,213.0738764,645.8494722
MAT.B4.F.22,1,11F,MAT.B4.F,Fertilized,B4,3,Yes,DQ097872.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,5G,5.172623811,15.61577201,34.12910953,234.6795676,520.2694629
MAT.B4.F.25,1,12A,MAT.B4.F,Fertilized,B4,6,Yes,FJ607391.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,6C,2.204136186,8.116493122,17.34402613,60.04627664,698.5517718
MAT.B1.W.12,2,12D,MAT.B1.W,Warmed,B1,5,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,5B,1.059064827,33.82875834,76.91397468,46.25240475,2795.662196
MAT.B4.C.24,3,11H,MAT.B4.C,Control,B4,11,Yes,KR090913,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,7G,6.123378047,19.6352864,38.753442,347.8326716,469.0283356
MAT.B4.WF.1,4,2A,MAT.B4.WF,Warmed.Fertilized,B4,7,Yes,KR090913.1,20,Lactarius mammosus,Lactarius,Russulaceae,Russulales,Basidiomycota,3A,2.78567476,33.83168915,38.1642289,445.0947164,652.4000716
MAT.B4.WF.16,4,3H,MAT.B4.WF,Warmed.Fertilized,B4,5,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,5H,1.763024547,24.84851175,32.02141774,320.2898463,627.8892904
MAT.B2.C.1,4,8A,MAT.B2.C,Control,B2,9,Yes,DQ097872.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,3A,2.142487527,9.784794812,22.32440429,313.4789953,327.3725149
MAT.B2.C.3,4,8C,MAT.B2.C,Control,B2,9,Yes,DQ097872.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,3C,2.787541818,10.5070581,21.88615997,314.8309749,313.0147857
MAT.B2.W.36,5,10D,MAT.B2.W,Warmed,B2,4,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,11D,3.249491872,30.2252684,43.37817085,354.203038,569.2966107
MAT.B2.WF.2,5,11B,MAT.B2.WF,Warmed.Fertilized,B2,8,Yes,DQ097872.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,3B,2.24882332,22.27077921,26.23539161,227.0324698,513.663132
MAT.B2.WF.3,5,11C,MAT.B2.WF,Warmed.Fertilized,B2,8,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,3E,2.502457344,20.8460497,22.34682403,216.2012566,948.0100216
MAT.B2.WF.4,5,11D,MAT.B2.WF,Warmed.Fertilized,B2,8,Yes,FJ607374.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,3H,5.009716523,32.24551417,33.46915998,236.4893681,1093.116653
MAT.B3.F.36,7,1D,MAT.B3.F,Fertilized,B3,8,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,9B,2.18083172,20.78279433,26.02382215,246.352192,1440.628841
MAT.B3.F.39,7,1G,MAT.B3.F,Fertilized,B3,8,Yes,DQ097872.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,9E,1.229311173,17.04238831,22.69748961,159.507836,773.3046007
MAT.B3.W.9,7,3A,MAT.B3.W,Warmed,B3,4,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,5D,NA,16.36481965,26.73029085,203.8939318,531.2698242
MAT.B3.W.10,7,3B,MAT.B3.W,Warmed,B3,4,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,5E,NA,12.06297768,19.57652725,24.66746889,434.8880226
MAT.B3.W.26,7,5B,MAT.B3.W,Warmed,B3,8,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,9E,1.165687978,19.16563234,27.16809201,274.1348925,464.891077
MAT.B3.WF.18,7,9B,MAT.B3.WF,Warmed.Fertilized,B3,1,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,5E,3.987131966,19.27599788,65.94979769,336.0906367,763.5864969
MAT.B3.WF.20,7,9D,MAT.B3.WF,Warmed.Fertilized,B3,1,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,5G,4.146428141,25.31948688,70.26255689,300.4225646,708.345521
MAT.B3.WF.21,7,9E,MAT.B3.WF,Warmed.Fertilized,B3,1,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,5H,4.421405391,24.92164928,59.99850694,308.796261,729.3213875
MAT.B3.WF.22,7,9F,MAT.B3.WF,Warmed.Fertilized,B3,1,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,6A,4.270740656,7.631370789,61.85114547,272.4690086,598.8420043
MAT.B3.WF.23,7,9G,MAT.B3.WF,Warmed.Fertilized,B3,1,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,6B,4.371399815,22.1448676,73.69596882,294.3653512,878.5897417
MAT.B3.WF.25,7,10A,MAT.B3.WF,Warmed.Fertilized,B3,1,Yes,KR090913.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,6D,4.434858333,18.93984237,61.80326461,248.1092315,509.3781423
MAT.B3.WF.32,7,10H,MAT.B3.WF,Warmed.Fertilized,B3,5,Yes,DQ097872.1,20,Lactarius glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,7E,1.829563294,27.88108004,67.48348249,303.5242195,742.6693166
MAT.B4.F.18,1,11B,MAT.B4.F,Fertilized,B4,12,Yes,MK397152.1,21,Lactarius vietus,Lactarius,Russulaceae,Russulales,Basidiomycota,5C,10.27763254,20.60040837,69.55515838,433.4778606,364.4679256
MAT.B2.C.15,4,9G,MAT.B2.C,Control,B2,12,Yes,AF454563.1,22,Leccinum holopus,Leccinum,Boletaceae,Boletales,Basidiomycota,5E,53.24651852,37.00427983,83.21015749,412.1491522,441.5786973
MAT.B3.W.2,7,2B,MAT.B3.W,Warmed,B3,6,Yes,MK351753.1,23,Leccinum scabrum,Leccinum,Boletaceae,Boletales,Basidiomycota,3E,5.356619615,2.659931447,84.84388142,330.1603753,678.8506725
MAT.B2.C.30,4,11F,MAT.B2.C,Control,B2,6,Yes,AF454572.1,24,Leccinum variicolor,Leccinum,Boletaceae,Boletales,Basidiomycota,8H,101.085012,29.04858877,144.7581927,992.9414221,944.9116472
MAT.B4.C.40,4,1H,MAT.B4.C,Control,B4,5,Yes,MK028919.1,25,Leccinum variicolor,Leccinum,Boletaceae,Boletales,Basidiomycota,10H,140.333694,64.15057358,255.3354464,1748.448526,1210.174714
MAT.B2.C.35,4,12C,MAT.B2.C,Control,B2,6,Yes,AF454572.1,26,Leccinum variicolor,Leccinum,Boletaceae,Boletales,Basidiomycota,9H,38.08625835,23.05832328,64.22935447,346.097466,470.5103114
MAT.B3.W.7,7,2G,MAT.B3.W,Warmed,B3,4,DSE,KX100372.1,27,Leptodontidium elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,5A,NA,28.46933053,26.28899572,121.7692171,612.7195418
MAT.B3.W.38,7,6F,MAT.B3.W,Warmed,B3,2,DSE,KX100372.1,27,Leptodontidium elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,12D,2.231166287,34.32078855,27.56711601,235.2359875,635.4635565
MAT.B2.C.31,4,11G,MAT.B2.C,Control,B2,6,Maybe,KF359577.1,28,Meliniomyces variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,9A,0.515572892,20.77132643,17.70465344,8.388842051,190.6185703
MAT.B2.F.9,5,1H,MAT.B2.F,Fertilized,B2,11,Maybe,HM190125.1,28,Meliniomyces variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,4D,0.568931937,2.112749457,6.498272249,2.566424411,164.7106175
MAT.B2.W.17,5,8A,MAT.B2.W,Warmed,B2,8,Maybe,HM190129.1,28,Meliniomyces variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,6H,17.68372025,55.58296242,32.46518123,0,141.143719
MAT.B4.WF.3,4,2C,MAT.B4.WF,Warmed.Fertilized,B4,7,NA,KR019791,29,Meliniomyces bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,3F,3.569268814,26.41857304,30.06045103,20.14788728,1490.35518
MAT.B4.WF.4,4,2D,MAT.B4.WF,Warmed.Fertilized,B4,7,Maybe,KT275679.1,29,Meliniomyces bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,3G,1.194692424,9.485749608,18.35261909,3.361501109,199.9428457
MAT.B2.WF.1,5,11A,MAT.B2.WF,Warmed.Fertilized,B2,8,Maybe,KT692932.1,29,Meliniomyces bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,3A,0.375293113,1.977912341,6.580648201,0,95.48091159
MAT.B3.W.6,7,2F,MAT.B3.W,Warmed,B3,4,Maybe,KF428230.1,29,Meliniomyces bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,4F,0.772641175,3.410899449,9.778425962,1.316703466,175.6596489
MAT.B3.W.8,7,2H,MAT.B3.W,Warmed,B3,4,Maybe,KF428230.1,29,Meliniomyces bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,5C,NA,0.919435635,8.26440392,4.385728139,252.1069235
MAT.B2.C.9,4,9A,MAT.B2.C,Control,B2,1,DSE,LC206662.1,30,Phialocephala fortinii,Phialocephala,Helotiaceae,Helotiales,Ascomycota,4B,5.637704479,16.29205775,23.57627619,0,251.7564961
MAT.B2.C.2,4,8B,MAT.B2.C,Control,B2,9,Yes,AJ889968.1,31,Pseudotomentella tristis,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,3B,0.673936014,28.3562237,24.26833507,0,15.48437941
MAT.B2.F.38,5,5E,MAT.B2.F,Fertilized,B2,1,Yes,AJ889968.1,31,Pseudotomentella sp.,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,9B,1.021961935,38.35072699,41.40320411,0.93763905,879.4984765
MAT.B2.WF.6,5,11F,MAT.B2.WF,Warmed.Fertilized,B2,8,Yes,AJ889968.1,31,Pseudotomentella sp.,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,4B,0.111268501,19.98358636,27.92687522,0.279557175,349.4417299
MAT.B2.WF.37,6,3E,MAT.B2.WF,Warmed.Fertilized,B2,9,Yes,AJ889968.1,31,Pseudotomentella sp.,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,11C,0.41517546,35.31211525,23.85947,1.697225863,129.1772545
MAT.B2.WF.40,6,3H,MAT.B2.WF,Warmed.Fertilized,B2,9,Yes,AJ889968.1,31,Pseudotomentella sp.,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,11H,0.551053232,35.39526986,32.3109513,1.053656017,281.7119019
MAT.B4.F.17,1,11A,MAT.B4.F,Fertilized,B4,12,NA,EF658746,32,Rhizoscyphus ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,5B,2.655095858,6.426293769,15.3365853,0,1010.625886
MAT.B2.F.41,5,5H,MAT.B2.F,Fertilized,B2,1,Maybe,AY762620.1,32,Rhizoscyphus ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,9G,1.571677753,17.68098717,16.8873473,223.4455595,703.1804525
MAT.B2.W.7,5,6G,MAT.B2.W,Warmed,B2,9,Maybe,AY762620.1,32,Rhizoscyphus ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,4E,2.824206612,22.26377538,34.47464996,210.2231892,628.0122599
MAT.B2.WF.9,5,12A,MAT.B2.WF,Warmed.Fertilized,B2,2,Maybe,LC131012,32,Rhizoscyphus ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,4F,0.426021829,7.529374999,40.2767722,100.0531942,185.1236074
MAT.B4.F.13,1,10E,MAT.B4.F,Fertilized,B4,8,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,4F,11.90722797,35.93944733,62.71830543,0,301.626056
MAT.B4.F.14,1,10F,MAT.B4.F,Fertilized,B4,8,NA,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,4G,6.631886678,20.30524407,41.55907882,0,526.7140169
MAT.B1.WF.19,3,6C,MAT.B1.WF,Warmed.Fertilized,B1,1,Yes,MK583526.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,7A,4.817508974,39.41364776,79.99302638,0.739621963,126.0200315
MAT.B1.WF.20,3,6D,MAT.B1.WF,Warmed.Fertilized,B1,1,Yes,JQ712012.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,7B,5.019951612,44.34049266,80.57479577,0.905079965,47.70571304
MAT.B1.WF.21,3,6E,MAT.B1.WF,Warmed.Fertilized,B1,1,Yes,JQ712012.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,7C,2.4050537,40.36447998,58.7144179,0.807962592,150.869407
MAT.B1.WF.22,3,6F,MAT.B1.WF,Warmed.Fertilized,B1,1,Yes,JX030295.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,7D,3.852534462,35.32584716,62.95143783,0,46.61828407
MAT.B1.WF.23,3,6G,MAT.B1.WF,Warmed.Fertilized,B1,1,Yes,JQ712012.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,7E,3.911982513,46.20340893,96.4996311,0.946148166,148.8379265
MAT.B2.F.1,4,4F,MAT.B2.F,Fertilized,B2,6,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,6B,10.44499936,43.62954787,58.07752723,3.874601835,176.2656523
MAT.B4.F.37,4,7E,MAT.B4.F,Fertilized,B4,1,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,8A,4.197197523,17.54895967,71.39822339,0,804.3518791
MAT.B2.F.3,5,1B,MAT.B2.F,Fertilized,B2,4,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,3B,7.087716256,17.23292407,32.82881126,0,184.693583
MAT.B2.F.4,5,1C,MAT.B2.F,Fertilized,B2,4,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,3D,12.28540486,25.55269027,42.23657997,0,939.1929432
MAT.B2.F.6,5,1E,MAT.B2.F,Fertilized,B2,4,Yes,KX438350.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,3G,3.287705594,19.21995736,19.91622337,0,297.7603638
MAT.B2.F.11,5,2B,MAT.B2.F,Fertilized,B2,8,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,4G,1.860036316,14.3530894,25.78447118,0.262494444,326.1006845
MAT.B2.F.12,5,2C,MAT.B2.F,Fertilized,B2,8,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,4H,7.805422889,18.66108171,39.04106548,0,594.5318643
MAT.B2.F.13,5,2D,MAT.B2.F,Fertilized,B2,8,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,5B,3.116789295,10.84022924,25.3206602,0,471.7106718
MAT.B2.F.15,5,2F,MAT.B2.F,Fertilized,B2,8,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,5D,8.636579641,11.91739881,29.55190479,0,235.5949559
MAT.B2.F.17,5,2H,MAT.B2.F,Fertilized,B2,8,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,5G,6.375893963,15.06635703,34.15613412,0.371903892,244.5996929
MAT.B2.F.20,5,3C,MAT.B2.F,Fertilized,B2,6,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,6D,8.292672488,35.52882066,43.81591924,1.438599867,94.65541026
MAT.B2.F.22,5,3E,MAT.B2.F,Fertilized,B2,6,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,6F,7.941666019,27.45490896,39.69027199,0,50.49560718
MAT.B2.F.23,5,3F,MAT.B2.F,Fertilized,B2,6,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,6H,3.561682885,3.281847053,25.73762283,0,199.8529493
MAT.B2.F.28,5,4C,MAT.B2.F,Fertilized,B2,3,Yes,LC376052.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,7F,5.274492391,12.76125797,35.23204679,1.133198778,176.0381305
MAT.B2.F.29,5,4D,MAT.B2.F,Fertilized,B2,3,Yes,LC376052.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,7G,4.602923065,12.04372925,49.81798788,0,403.9431762
MAT.B2.F.30,5,4E,MAT.B2.F,Fertilized,B2,3,Yes,JQ712012.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,7H,10.99758921,22.79861532,88.93198841,0,372.2004548
MAT.B2.F.31,5,4F,MAT.B2.F,Fertilized,B2,3,Yes,JQ712012.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,8A,3.764711334,8.620117534,24.21362451,0,377.3921909
MAT.B2.F.32,5,4G,MAT.B2.F,Fertilized,B2,3,Yes,JQ712012.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,8B,5.226970571,17.57134069,38.07606693,2.524138584,256.3310862
MAT.B2.F.33,5,4H,MAT.B2.F,Fertilized,B2,3,Yes,JQ712012.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,8D,5.764804352,19.57307474,35.16391266,2.076233828,105.3437473
MAT.B2.F.34,5,5A,MAT.B2.F,Fertilized,B2,3,Yes,JQ712012.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,8E,5.124147759,19.76754384,35.56513449,1.373978269,330.3212747
MAT.B2.WF.15,5,12G,MAT.B2.WF,Warmed.Fertilized,B2,5,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,5F,8.369590987,36.60946967,52.43251359,0,1046.720648
MAT.B2.WF.31,6,2G,MAT.B2.WF,Warmed.Fertilized,B2,3,Yes,HM189965.1,33,Thelephora terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,9G,7.344855528,35.64194858,46.25846579,0,123.0465495
MAT.B4.W.32,1,4H,MAT.B4.W,Warmed,B4,1,Yes,HM189971.1,34,Tomentella sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,6H,15.25592944,60.67803871,26.12363542,0,144.2277264
MAT.B4.W.33,1,5A,MAT.B4.W,Warmed,B4,1,Yes,HM189988.1,34,Tomentella sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,7A,18.2566649,54.99879573,94.15225037,0,191.6899511
MAT.B4.W.38,1,5F,MAT.B4.W,Warmed,B4,1,Yes,HM189988.1,34,Tomentella sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,7F,24.61381492,42.65367143,80.61361289,40.27347249,303.0355647
MAT.B4.W.40,1,5H,MAT.B4.W,Warmed,B4,3,Yes,JQ711829.1,35,Tomentella sp.,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,7H,8.042561713,30.19938802,102.276052,0,230.6564432
MAT.B4.W.46,1,6F,MAT.B4.W,Warmed,B4,3,Yes,JQ711829.1,35,Tomentella sp.,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,8F,10.6302078,31.90220862,124.171002,6.571429078,340.644267
MAT.B1.F.6,2,6F,MAT.B1.F,Fertilized,B1,3,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,4A,1.824939702,70.63594148,95.52148246,0.712065451,167.0940029
MAT.B1.W.10,2,12B,MAT.B1.W,Warmed,B1,5,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,4H,0.481364879,25.83653055,48.84765794,441.5924951,1661.073294
MAT.B1.W.11,2,12C,MAT.B1.W,Warmed,B1,5,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,5A,8.672102003,20.08699236,60.29513985,0,218.9786625
MAT.B1.WF.10,3,5B,MAT.B1.WF,Warmed.Fertilized,B1,9,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,4F,0.722869703,73.35751491,133.3988967,1.060945008,87.59539609
MAT.B1.WF.12,3,5D,MAT.B1.WF,Warmed.Fertilized,B1,9,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,4H,1.05316986,58.20262953,91.61510203,0,154.5299158
MAT.B1.WF.29,3,7E,MAT.B1.WF,Warmed.Fertilized,B1,7,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,8E,2.904127928,76.39656407,142.9240956,1.082697841,555.1349672
MAT.B1.WF.30,3,7F,MAT.B1.WF,Warmed.Fertilized,B1,7,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,8F,1.843382798,66.98074056,100.1174865,0.297880714,427.5769306
MAT.B1.WF.31,3,7G,MAT.B1.WF,Warmed.Fertilized,B1,7,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,8G,5.443395029,152.3608145,295.6301409,0,1390.746388
MAT.B1.WF.32,3,7H,MAT.B1.WF,Warmed.Fertilized,B1,7,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,9A,1.733320838,81.63100666,77.54474367,2.598713599,218.6906826
MAT.B1.WF.33,3,8A,MAT.B1.WF,Warmed.Fertilized,B1,7,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,9C,2.902749256,80.04605741,78.03962226,0.961839454,443.1540611
MAT.B4.C.6,3,9F,MAT.B4.C,Control,B4,10,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,3H,5.352102214,79.10101539,128.5812608,0,356.0993891
MAT.B4.WF.21,4,4E,MAT.B4.WF,Warmed.Fertilized,B4,6,Yes,JQ753774.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,7A,1.865453747,38.52976051,104.1637564,0,913.9541796
MAT.B2.F.2,5,1A,MAT.B2.F,Fertilized,B2,4,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,3A,2.149216132,27.37815788,47.57152606,0,242.2624897
MAT.B2.F.5,5,1D,MAT.B2.F,Fertilized,B2,4,Yes,AJ410773.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,3F,3.110940342,47.64639812,59.27660963,0.280815756,290.3899671
