Block,Treatment,Warmed,Fertilized,Plate,Column,Row,Core,LAP.mm2.min,NAG.mm2.min,PHOS.mm2.min,ABTS.mm2.min,TMB.mm2.min,Area
B4,Warmed,Y,N,MAT.F.B4,8,E,6,3.188362727,52.64123111,110.0414724,0,82.83054933,0.542
B4,Warmed,Y,N,MAT.F.B4,8,F,6,5.281862856,13.88029871,80.68873369,159.0367183,288.2506458,0.671
B1,Warmed,Y,N,MAT.W.B1,3,A,7,0.990328108,14.58417969,4.983996342,2.978807137,0,0.12
B1,Warmed,Y,N,MAT.W.B1,3,B,7,NA,NA,NA,NA,NA,NA
B1,Warmed,Y,N,MAT.W.B1,3,C,7,1.596897863,49.19968182,89.29541803,0,64.08873338,0.467
B1,Warmed,Y,N,MAT.W.B1,3,D,7,1.55467074,40.77312434,73.97276373,0.528001265,190.7963893,0.677
B1,Warmed,Y,N,MAT.W.B1,3,E,2,2.164894121,31.98015474,35.0094073,133.4603263,470.2029271,1.464
B1,Warmed,Y,N,MAT.W.B1,3,F,2,2.554738189,20.13749305,37.2536279,139.0050272,381.3723464,0.665
B1,Warmed,Y,N,MAT.W.B1,3,G,2,1.478835027,19.66976746,27.03775901,107.8249794,380.8541775,0.608
B1,Warmed,Y,N,MAT.W.B1,3,H,5,0.528784348,25.12317548,48.63016308,504.6182035,1718.353788,1.728
B1,Warmed,Y,N,MAT.W.B1,4,A,5,1.528164617,33.55766638,69.52428821,471.3109582,1651.890965,1.048
B1,Warmed,Y,N,MAT.W.B1,4,B,5,0.998260641,33.47010859,56.40093151,519.5593844,1597.213609,0.43
B1,Warmed,Y,N,MAT.W.B1,4,C,5,0.924128419,28.13320416,70.45078284,488.9146969,1829.172126,1.16
B1,Warmed,Y,N,MAT.W.B1,4,D,5,0.909290912,34.06081739,71.31659248,693.4845391,2037.355708,0.784
B1,Warmed,Y,N,MAT.W.B1,4,E,5,0.671499116,35.18549234,65.97159734,573.3899779,1348.669393,1.029
B1,Warmed,Y,N,MAT.W.B1,4,F,5,0.684733903,31.84215618,56.06707042,48.44553108,2027.540344,1.306
B1,Warmed,Y,N,MAT.W.B1,4,G,5,0.547471907,27.23676941,60.13448756,280.3781181,1978.683266,1.062
B1,Warmed,Y,N,MAT.W.B1,4,H,5,0.481364879,25.83653055,48.84765794,441.5924951,1661.073294,1.046
B1,Warmed,Y,N,MAT.W.B1,5,A,5,8.672102003,20.08699236,60.29513985,0,218.9786625,0.892
B1,Warmed,Y,N,MAT.W.B1,5,B,5,1.059064827,33.82875834,76.91397468,46.25240475,2795.662196,0.626
B1,Warmed,Y,N,MAT.W.B1,5,C,6,0.788009885,33.4572661,84.17508418,559.8926505,1952.768931,0.968
B1,Warmed,Y,N,MAT.W.B1,5,D,6,0.829677576,41.45867017,46.29307792,339.7144723,1688.57158,0.959
B1,Warmed,Y,N,MAT.W.B1,5,E,6,1.014337175,35.47957192,65.74435059,533.9511793,1606.323742,0.608
B1,Warmed,Y,N,MAT.W.B1,5,F,6,0.6089107,27.52114958,82.24863233,692.9443781,1874.768687,0.589
B1,Warmed,Y,N,MAT.W.B1,5,G,6,2.325315369,17.10487032,61.18497415,3.093376642,581.6247156,1.04
B1,Warmed,Y,N,MAT.W.B1,5,H,6,1.104533493,42.00316213,56.49801926,341.9962126,1409.877591,1.267
B1,Warmed,Y,N,MAT.W.B1,6,A,6,5.55295607,38.0314146,97.73512798,378.6857352,680.9961872,0.229
B1,Warmed,Y,N,MAT.W.B1,6,B,6,1.028562258,27.41766777,42.9376041,241.5642668,1032.42901,1.718
B1,Warmed,Y,N,MAT.W.B1,6,C,6,0.823734285,28.31781438,53.8573723,222.7882575,988.3375237,1.393
B1,Warmed,Y,N,MAT.W.B1,6,D,6,1.994825026,45.44151807,77.2767937,244.7025306,1020.477422,0.92
B1,Warmed,Y,N,MAT.W.B1,6,E,8,1.281878129,22.86053592,17.98250164,198.5537665,562.5834303,0.238
B1,Warmed,Y,N,MAT.W.B1,6,F,8,1.818185305,18.45118535,62.99688777,173.1551762,537.7813651,0.372
B1,Warmed,Y,N,MAT.W.B1,6,G,1,0.516235845,23.8965071,53.4761687,270.2576901,1061.999598,1.197
B1,Warmed,Y,N,MAT.W.B1,6,H,1,0.464377669,30.98227346,80.56786006,605.969836,1968.50475,0.733
B1,Warmed,Y,N,MAT.W.B1,7,A,1,0.678936087,28.33680496,68.86444073,927.3865131,2155.840703,0.643
B1,Warmed,Y,N,MAT.W.B1,7,B,1,0.778147257,30.16650886,65.04401293,1846.680798,2131.97446,0.597
B1,Warmed,Y,N,MAT.W.B1,7,C,1,0.664198967,24.31100447,55.47682579,491.2721429,2060.672709,0.967
B1,Warmed,Y,N,MAT.W.B1,7,D,1,0.6518848,16.52355582,43.0379833,717.1311872,1799.987779,0.806
B1,Warmed,Y,N,MAT.W.B1,7,E,1,1.188003041,32.56336515,78.27580667,715.9603208,1761.494335,0.888
B1,Warmed,Y,N,MAT.W.B1,7,F,1,0.661713845,24.72008765,54.41032722,680.3697609,986.4679792,1.517
B1,Warmed,Y,N,MAT.W.B1,7,G,1,0.929774134,24.42116498,62.8425118,499.9684862,1463.643745,0.607
B1,Warmed,Y,N,MAT.W.B1,7,H,1,0.501947341,14.70429465,45.64131681,604.2936549,1783.588335,0.877
B1,Warmed,Y,N,MAT.W.B1,8,A,1,1.031169387,30.77828304,61.41296773,1201.685844,2704.010626,0.748
B1,Warmed,Y,N,MAT.W.B1,8,B,1,0.483104175,26.57924974,56.53347493,409.012641,1346.006062,1.395
B1,Warmed,Y,N,MAT.W.B1,8,C,4,0.119097469,20.16510466,25.34824861,696.9329857,2579.960069,0.497
B1,Warmed,Y,N,MAT.W.B1,8,D,4,0.602239771,12.82451473,28.54791299,750.3019417,1386.205572,1.4
B1,Warmed,Y,N,MAT.W.B1,8,E,4,1.104922213,15.48277251,30.31736585,568.9705736,1306.528738,1.618
B1,Warmed,Y,N,MAT.W.B1,8,F,4,1.236958745,10.89590016,26.75177721,670.7486752,1469.358757,1.711
B1,Warmed,Y,N,MAT.W.B1,8,G,4,1.004522699,13.19851922,47.06851803,972.9126994,2004.45643,1.112
B1,Warmed,Y,N,MAT.W.B1,8,H,4,0.839483765,16.39357432,50.71604938,678.0956567,2027.325649,1
B1,Warmed,Y,N,MAT.W.B1,9,A,4,1.017244708,13.13827508,30.40847771,856.6757416,1689.838574,1.347
B1,Warmed,Y,N,MAT.W.B1,9,B,4,0.875452824,13.66141367,37.52789253,806.8015586,1445.741481,1.034
B1,Warmed,Y,N,MAT.W.B1,9,C,4,0.991822119,15.63094552,43.41284609,981.2957531,1755.458352,0.909
B1,Warmed,Y,N,MAT.W.B1,9,D,4,1.007811494,13.76781339,38.35335523,914.2952039,1877.551165,0.99
B1,Warmed,Y,N,MAT.W.B1,9,E,3,0.953718978,32.44521093,69.7906987,520.0420718,1605.721997,0.93
B1,Warmed,Y,N,MAT.W.B1,9,F,3,0.447690723,23.4744302,47.88593078,424.3280371,1098.377173,1.47
B1,Warmed,Y,N,MAT.W.B1,9,G,3,0.7961741,25.89809564,58.48225658,444.4960036,1382.82672,1.007
B1,Warmed,Y,N,MAT.W.B1,9,H,3,0.778252964,32.76083037,66.68949785,546.6700356,1491.421721,0.733
B1,Warmed,Y,N,MAT.W.B1,10,A,3,0.654772841,38.1711804,60.91654769,851.0337161,1368.060024,1.323
B1,Warmed,Y,N,MAT.W.B1,10,B,3,0.605460126,33.6754611,52.55211181,400.4516671,1121.390077,0.715
B1,Warmed,Y,N,MAT.W.B1,10,C,3,0.572447164,34.21245433,54.97924127,498.2984265,1871.408975,0.601
B1,Warmed,Y,N,MAT.W.B1,10,D,3,1.233684207,43.02006646,79.68516272,576.0576173,1924.193311,0.641
B1,Warmed,Y,N,MAT.W.B1,10,E,3,0.720176444,43.70656443,54.67269176,730.0007711,1907.660311,1.142
B1,Warmed,Y,N,MAT.W.B1,10,F,3,0.575809236,38.47856262,73.42758967,375.8605758,1537.802311,1.515
B1,Warmed,Y,N,MAT.W.B1,10,G,3,0.750601144,33.23077317,81.25371542,483.6430083,1495.927668,1.013
B1,Warmed,Y,N,MAT.W.B1,10,H,3,1.15957511,53.26384106,77.43111707,198.54273,1395.314751,1.252
B2,Warmed,Y,N,MAT.W.B2,3,A,5,2.552569067,38.88538122,66.48686863,491.2478513,1316.995082,0.65
B2,Warmed,Y,N,MAT.W.B2,3,B,5,1.486949864,35.5202437,78.92257761,1176.930402,1742.484991,0.341
B2,Warmed,Y,N,MAT.W.B2,3,C,5,0.747715431,34.9624654,61.70455461,849.5829061,1031.461014,0.969
B2,Warmed,Y,N,MAT.W.B2,3,D,5,1.107374454,36.5174562,63.43391435,823.0939178,1171.392064,0.755
B2,Warmed,Y,N,MAT.W.B2,3,E,5,0.742430375,36.39139901,59.18497872,667.4845503,1450.011016,0.71
B2,Warmed,Y,N,MAT.W.B2,3,F,5,2.67544332,21.81659266,58.12408218,44.93277926,294.2455449,0.829
B2,Warmed,Y,N,MAT.W.B2,3,G,5,0.272259391,8.823489622,8.327025788,12.74403652,185.5641681,0.191
B2,Warmed,Y,N,MAT.W.B2,3,H,5,1.522314495,37.3425328,56.86317236,1051.291658,2383.026549,0.558
B2,Warmed,Y,N,MAT.W.B2,4,A,5,NA,NA,NA,NA,NA,NA
B2,Warmed,Y,N,MAT.W.B2,4,B,5,0.822421148,34.5393697,85.97572063,1144.795878,2264.941562,0.565
B2,Warmed,Y,N,MAT.W.B2,4,C,9,1.162751112,35.88421772,60.75733211,725.0016859,2049.565129,0.626
B2,Warmed,Y,N,MAT.W.B2,4,D,9,1.540928434,36.42402885,59.40054372,576.8283675,1222.576677,0.662
B2,Warmed,Y,N,MAT.W.B2,4,E,9,2.824206612,22.26377538,34.47464996,210.2231892,628.0122599,1.634
B2,Warmed,Y,N,MAT.W.B2,4,F,9,0.808216978,35.29912414,56.94209596,608.8378169,1744.195212,1.011
B2,Warmed,Y,N,MAT.W.B2,4,G,9,3.952127818,29.88157913,39.16851723,529.254368,1422.354668,1.221
B2,Warmed,Y,N,MAT.W.B2,4,H,9,1.453568616,38.13031996,75.81604135,998.8153102,1985.315559,0.8
B2,Warmed,Y,N,MAT.W.B2,5,A,9,0.515937829,37.4711288,49.23626789,635.4532593,1357.515559,0.665
B2,Warmed,Y,N,MAT.W.B2,5,B,9,2.196669316,32.8221021,51.02002052,576.7432936,1459.407604,0.702
B2,Warmed,Y,N,MAT.W.B2,5,C,9,1.216897911,38.03597712,61.20938756,568.8117408,1395.080521,0.995
B2,Warmed,Y,N,MAT.W.B2,5,D,9,1.332097058,30.12478621,58.1618513,473.3060447,947.8322666,0.919
B2,Warmed,Y,N,MAT.W.B2,5,E,1,0.3515206,31.36500332,47.28150553,365.3502335,819.998487,2.242
B2,Warmed,Y,N,MAT.W.B2,5,F,1,0.773257459,36.17906351,61.14640354,490.8573522,1011.77418,1.7
B2,Warmed,Y,N,MAT.W.B2,5,G,1,0.483544856,6.09549027,9.909133008,30.98507831,224.7627219,0.269
B2,Warmed,Y,N,MAT.W.B2,5,H,1,0.326552693,14.08856654,15.7798086,28.82839919,230.4032028,0.371
B2,Warmed,Y,N,MAT.W.B2,6,A,1,0.485149407,33.32183164,51.07364567,303.8797003,782.1357506,1.344
B2,Warmed,Y,N,MAT.W.B2,6,B,1,3.899388058,39.22633454,75.91430807,324.426546,537.2544478,0.364
B2,Warmed,Y,N,MAT.W.B2,6,C,1,0.513421306,32.50011003,66.41554084,345.605138,1009.45413,1.081
B2,Warmed,Y,N,MAT.W.B2,6,D,1,NA,6.621472914,12.11227271,1.808851356,205.646381,0.367
B2,Warmed,Y,N,MAT.W.B2,6,E,1,0.968722515,50.63741668,76.00743896,682.5442895,1724.867036,0.505
B2,Warmed,Y,N,MAT.W.B2,6,F,1,0.547140083,37.4497004,62.25835659,470.1289299,1238.484749,0.57
B2,Warmed,Y,N,MAT.W.B2,6,G,8,17.24579671,72.50894374,36.59447924,0.184864508,147.3515734,0.399
B2,Warmed,Y,N,MAT.W.B2,6,H,8,17.68372025,55.58296242,32.46518123,0,141.143719,0.452
B2,Warmed,Y,N,MAT.W.B2,7,A,3,4.217945977,62.72839551,81.05677034,585.8806114,1472.883938,0.263
B2,Warmed,Y,N,MAT.W.B2,7,B,3,0.654132018,37.41450068,24.50276863,54.58309459,341.918353,0.25
B2,Warmed,Y,N,MAT.W.B2,7,C,3,2.586211242,62.29137893,125.797798,316.4796952,0,0.554
B2,Warmed,Y,N,MAT.W.B2,7,D,3,2.858364466,62.41146879,114.0768414,875.9111462,1602.465037,0.376
B2,Warmed,Y,N,MAT.W.B2,7,E,3,1.350909582,40.55117832,78.87358475,420.0947447,1358.58202,0.732
B2,Warmed,Y,N,MAT.W.B2,7,F,3,0.107997013,11.72995311,9.15758926,161.0274012,534.4309537,0.213
B2,Warmed,Y,N,MAT.W.B2,7,G,3,1.318470169,41.63277505,64.58495435,410.2813771,863.0602242,1.332
B2,Warmed,Y,N,MAT.W.B2,7,H,3,1.364316962,36.01878252,62.16082062,412.5043005,1245.269661,1.033
B2,Warmed,Y,N,MAT.W.B2,8,A,3,1.13604648,47.64293782,65.15479278,236.7026673,432.2506513,0.464
B2,Warmed,Y,N,MAT.W.B2,8,B,3,2.232118685,41.16227754,84.29148229,364.5492544,1237.556265,0.468
B2,Warmed,Y,N,MAT.W.B2,8,C,6,2.895006336,13.84634941,27.42812768,8.159395866,252.7671831,0.226
B2,Warmed,Y,N,MAT.W.B2,8,D,6,0.515026477,8.913702795,13.20901063,40.84283379,272.2389628,0.363
B2,Warmed,Y,N,MAT.W.B2,8,E,6,1.889503217,43.53134466,66.47685598,749.3704808,1639.165909,0.508
B2,Warmed,Y,N,MAT.W.B2,8,F,6,3.290290524,47.85969777,97.76507039,1130.505354,2093.274732,0.248
B2,Warmed,Y,N,MAT.W.B2,8,G,6,0.207926509,13.92960285,16.30535676,162.274065,717.1945942,0.175
B2,Warmed,Y,N,MAT.W.B2,8,H,6,2.609574196,54.05392998,91.72491848,962.852521,1849.79564,0.149
B2,Warmed,Y,N,MAT.W.B2,9,A,2,0.563861938,36.34821058,54.59588261,334.5035119,332.1397351,1.101
B2,Warmed,Y,N,MAT.W.B2,9,B,2,0.982979916,88.43093318,137.297009,1450.151579,5005.312018,0.256
B2,Warmed,Y,N,MAT.W.B2,9,C,2,0.546699549,31.7797647,50.32464567,475.6043855,1254.474556,1.056
B2,Warmed,Y,N,MAT.W.B2,9,D,2,0.714576568,36.29283372,83.89841654,144.7654894,656.3127087,0.669
B2,Warmed,Y,N,MAT.W.B2,9,E,2,2.0009384,19.55530804,31.72339747,213.0199785,429.5055947,0.366
B2,Warmed,Y,N,MAT.W.B2,9,F,2,1.388398549,56.558442,71.68916273,262.79651,751.3906201,0.995
B2,Warmed,Y,N,MAT.W.B2,9,G,2,0.961656323,41.66051663,64.96619134,203.3427684,662.4074298,1.106
B2,Warmed,Y,N,MAT.W.B2,9,H,2,0.951683832,39.14400503,69.93631984,305.7007733,877.9460403,0.616
B2,Warmed,Y,N,MAT.W.B2,10,A,2,0.42863872,41.32656686,58.50422607,367.0367878,942.2159805,0.751
B2,Warmed,Y,N,MAT.W.B2,10,B,2,0.671723571,38.40142925,58.45149249,478.0522529,605.2293027,0.979
B2,Warmed,Y,N,MAT.W.B2,10,C,4,0.153592054,10.19551166,9.071168113,178.2764381,18.37510785,0.295
B2,Warmed,Y,N,MAT.W.B2,10,D,4,2.974632401,31.11728996,45.80199938,174.5432112,543.1862613,0.707
B2,Warmed,Y,N,MAT.W.B2,10,E,4,0.8906027,34.85144162,55.5266458,702.4737994,1298.895186,0.93
B2,Warmed,Y,N,MAT.W.B2,10,F,4,2.592934347,20.77082149,85.68511138,44.16550029,630.6082241,0.162
B2,Warmed,Y,N,MAT.W.B2,10,G,4,0.607946043,42.52573122,79.17361589,1247.877022,2813.082617,0.28
B2,Warmed,Y,N,MAT.W.B2,10,H,4,2.36157994,7.058459553,59.21875355,45.89845928,276.3416953,0.593
B2,Warmed,Y,N,MAT.W.B2,11,A,4,NA,14.76468635,2.26687164,7.005228808,67.55438233,0.179
B2,Warmed,Y,N,MAT.W.B2,11,B,4,0.816352552,3.246023078,29.46122805,1.808851356,28.40419627,0.367
B2,Warmed,Y,N,MAT.W.B2,11,C,4,1.090654055,39.82350217,56.40789225,925.6649869,2097.652574,0.424
B2,Warmed,Y,N,MAT.W.B2,11,D,4,3.249491872,30.2252684,43.37817085,354.203038,569.2966107,0.49
B2,Warmed,Y,N,MAT.W.B2,11,E,11,0.658975855,20.1376296,20.47359033,69.0436693,555.1567133,0.172
B2,Warmed,Y,N,MAT.W.B2,11,F,11,7.521969412,43.17597968,103.9493793,540.3053914,1221.452705,0.283
B2,Warmed,Y,N,MAT.W.B2,11,G,7,2.078386154,46.43277408,69.91742831,1107.10667,1469.391479,1.065
B2,Warmed,Y,N,MAT.W.B2,11,H,7,1.699128695,38.37426443,68.38135101,672.7700088,1349.008879,1.05
B3,Warmed,Y,N,MAT.W.B3,3,A,6,0.890481057,0.520476971,43.07983217,44.12126798,265.4690562,0.896
B3,Warmed,Y,N,MAT.W.B3,3,B,6,1.252926669,NA,55.18823679,40.14182253,351.535183,0.354
B3,Warmed,Y,N,MAT.W.B3,3,C,6,1.59050552,0.117907251,49.67021626,10.4840889,349.1282923,0.379
B3,Warmed,Y,N,MAT.W.B3,3,D,6,5.347649458,3.262516035,117.8752199,465.2594221,837.7196524,0.393
B3,Warmed,Y,N,MAT.W.B3,3,E,6,5.356619615,2.659931447,84.84388142,330.1603753,678.8506725,0.42
B3,Warmed,Y,N,MAT.W.B3,3,F,6,1.247673113,0.773571629,63.55169083,6.723298975,277.1984685,0.591
B3,Warmed,Y,N,MAT.W.B3,3,G,6,1.023961253,0.620326774,58.71588134,2.467255749,183.8128765,0.737
B3,Warmed,Y,N,MAT.W.B3,3,H,6,0.750120655,0.354803807,35.41696729,28.43738251,211.1573197,0.746
B3,Warmed,Y,N,MAT.W.B3,4,A,6,1.172796893,7.39497501,60.91679096,12.71246349,281.4538429,0.694
B3,Warmed,Y,N,MAT.W.B3,4,B,6,0.99579941,7.367948106,57.16597348,28.70748521,213.2134374,0.495
B3,Warmed,Y,N,MAT.W.B3,4,C,4,1.540430469,23.19634287,28.71320376,190.265446,512.1925218,0.978
B3,Warmed,Y,N,MAT.W.B3,4,D,4,1.300716328,10.82522893,19.41820527,144.2883515,399.5997012,1.088
B3,Warmed,Y,N,MAT.W.B3,4,E,4,1.400798188,13.22741793,18.34302993,183.3120587,464.9515974,1.406
B3,Warmed,Y,N,MAT.W.B3,4,F,4,0.772641175,3.410899449,9.778425962,1.316703466,175.6596489,1.381
B3,Warmed,Y,N,MAT.W.B3,4,G,4,2.273619909,25.46532367,75.45115647,308.6012325,428.1750857,0.699
B3,Warmed,Y,N,MAT.W.B3,4,H,4,0.845140349,12.84969138,16.53272403,239.99606,514.3273515,0.928
B3,Warmed,Y,N,MAT.W.B3,5,A,4,NA,28.46933053,26.28899572,121.7692171,612.7195418,1.36
B3,Warmed,Y,N,MAT.W.B3,5,B,4,NA,20.40053469,35.57264902,152.184812,743.0549792,1.467
B3,Warmed,Y,N,MAT.W.B3,5,C,4,NA,0.919435635,8.26440392,4.385728139,252.1069235,0.906
B3,Warmed,Y,N,MAT.W.B3,5,D,4,NA,16.36481965,26.73029085,203.8939318,531.2698242,1.272
B3,Warmed,Y,N,MAT.W.B3,5,E,4,NA,12.06297768,19.57652725,24.66746889,434.8880226,1.275
B3,Warmed,Y,N,MAT.W.B3,5,F,1,NA,17.50687188,18.07079139,12.40601599,240.4303923,0.19
B3,Warmed,Y,N,MAT.W.B3,5,G,1,NA,5.250972584,26.13935214,3.068565792,260.6501648,0.417
B3,Warmed,Y,N,MAT.W.B3,5,H,1,NA,5.244715181,11.39174048,0,93.08198573,0.22
B3,Warmed,Y,N,MAT.W.B3,6,A,1,3.760541611,24.01538107,127.7770817,280.1083098,765.1134652,0.245
B3,Warmed,Y,N,MAT.W.B3,6,B,1,1.508121616,15.654057,61.94717197,8.388409391,353.166253,0.281
B3,Warmed,Y,N,MAT.W.B3,6,C,1,0.214893186,54.27063151,112.4690696,2.414324406,297.2138877,0.53
B3,Warmed,Y,N,MAT.W.B3,6,D,1,NA,NA,NA,NA,NA,NA
B3,Warmed,Y,N,MAT.W.B3,6,E,1,1.154148902,9.996312029,36.79978998,12.46851481,89.27646374,0.794
B3,Warmed,Y,N,MAT.W.B3,6,F,1,12.57223788,20.22232215,71.0089777,520.3809015,821.8610112,0.897
B3,Warmed,Y,N,MAT.W.B3,6,G,1,1.066927939,7.675979328,34.65554772,1.603498666,167.0702308,0.462
B3,Warmed,Y,N,MAT.W.B3,6,H,1,0.681201717,11.26476407,17.0295773,0,60.20001037,0.314
B3,Warmed,Y,N,MAT.W.B3,7,A,9,1.294647078,13.27444818,54.72484983,73.92423315,276.126091,1.198
B3,Warmed,Y,N,MAT.W.B3,7,B,9,0.895471042,5.013615142,41.55548041,45.37916168,245.1668332,1.073
B3,Warmed,Y,N,MAT.W.B3,7,C,9,1.308210375,4.261132995,29.62141687,71.1816454,192.4662649,0.843
B3,Warmed,Y,N,MAT.W.B3,7,D,9,0.776386306,8.792179791,39.62143226,19.99675893,0,1.007
B3,Warmed,Y,N,MAT.W.B3,7,E,9,0.936241962,5.220947086,42.21622626,127.6699735,278.8757127,1.141
B3,Warmed,Y,N,MAT.W.B3,7,F,9,1.059553136,5.955581752,41.94375885,69.17418663,270.6796763,0.774
B3,Warmed,Y,N,MAT.W.B3,7,G,9,1.583361401,19.57330045,23.34036973,271.9273953,587.4125314,0.716
B3,Warmed,Y,N,MAT.W.B3,7,H,9,0.68272067,9.877939901,41.53191723,65.05184044,219.7610247,0.939
B3,Warmed,Y,N,MAT.W.B3,8,A,9,0.860176363,11.41300266,60.80421386,1.081483772,170.1712215,0.685
B3,Warmed,Y,N,MAT.W.B3,8,B,9,1.120069554,6.915821763,54.93114578,9.516415995,344.8881029,0.644
B3,Warmed,Y,N,MAT.W.B3,8,C,7,1.654805983,11.09945799,69.86114701,2.28907323,132.4436126,0.559
B3,Warmed,Y,N,MAT.W.B3,8,D,7,1.311131785,7.25202426,48.94924619,1.792145568,253.714096,0.714
B3,Warmed,Y,N,MAT.W.B3,8,E,7,1.517549665,10.43221341,59.34858715,0.358228425,114.5116628,0.564
B3,Warmed,Y,N,MAT.W.B3,8,F,7,2.437198406,35.71285783,30.52471502,409.5182375,871.9579756,0.607
B3,Warmed,Y,N,MAT.W.B3,8,G,7,4.171078817,25.6978286,38.98277306,336.4875751,734.1455699,0.545
B3,Warmed,Y,N,MAT.W.B3,8,H,7,1.223973429,11.77597145,57.61171627,0,505.3972885,0.667
B3,Warmed,Y,N,MAT.W.B3,9,A,7,1.354360661,8.497337565,53.95525822,3.301320783,253.714096,0.714
B3,Warmed,Y,N,MAT.W.B3,9,B,7,1.052548979,9.894505326,57.18495554,14.67996403,266.8784206,0.968
B3,Warmed,Y,N,MAT.W.B3,9,C,7,1.038393235,7.464214362,56.5717073,1.465741049,211.1137821,0.873
B3,Warmed,Y,N,MAT.W.B3,9,D,7,1.574707844,10.69075202,101.6965044,3.949357825,311.1572553,0.324
B3,Warmed,Y,N,MAT.W.B3,9,E,8,1.165687978,19.16563234,27.16809201,274.1348925,464.891077,1.518
B3,Warmed,Y,N,MAT.W.B3,9,F,8,0.95434666,8.417774622,48.7919079,29.65398324,278.2081275,1.642
B3,Warmed,Y,N,MAT.W.B3,9,G,8,1.15202528,9.057070468,28.89479403,19.30142928,83.10405424,2.104
B3,Warmed,Y,N,MAT.W.B3,9,H,8,0.995684561,10.56719675,53.83537198,0,173.8094421,1.151
B3,Warmed,Y,N,MAT.W.B3,10,A,8,1.214460897,2.527273898,44.65185953,7.0235117,113.6133399,1.026
B3,Warmed,Y,N,MAT.W.B3,10,B,8,1.486977442,2.706027031,64.83763235,3.559268541,146.9129787,0.965
B3,Warmed,Y,N,MAT.W.B3,10,C,8,1.420214302,4.30785692,62.51220797,16.51906173,189.9584413,1.219
B3,Warmed,Y,N,MAT.W.B3,10,D,8,2.119079463,17.56084334,25.27809558,256.5975159,656.5679563,0.595
B3,Warmed,Y,N,MAT.W.B3,10,E,8,0.853463428,5.032489937,17.66187152,19.89003008,223.0900787,0.579
B3,Warmed,Y,N,MAT.W.B3,10,F,8,1.55066143,6.410652678,47.83658081,28.98422352,354.3531171,1.587
B3,Warmed,Y,N,MAT.W.B3,10,G,8,2.035398293,23.10281437,86.77766177,0.175840585,167.25718,1.149
B3,Warmed,Y,N,MAT.W.B3,10,H,8,2.87943027,16.56452293,34.23635065,198.6246826,552.4732353,0.69
B3,Warmed,Y,N,MAT.W.B3,11,A,5,1.678307044,45.256643,87.19318765,19.58185599,243.9899877,0.368
B3,Warmed,Y,N,MAT.W.B3,11,B,5,0.814935828,32.13507293,29.22920941,5.652621196,237.9849331,0.417
B3,Warmed,Y,N,MAT.W.B3,11,C,5,10.90396655,45.29872017,94.77013189,1.866036231,186.4886132,0.397
B3,Warmed,Y,N,MAT.W.B3,11,D,5,1.038302514,31.80240625,56.42678158,701.7196136,1105.10019,1.099
B3,Warmed,Y,N,MAT.W.B3,11,E,5,1.445493874,19.28384998,60.62586443,0.4776379,238.3332168,0.423
B3,Warmed,Y,N,MAT.W.B3,11,F,5,1.932719782,79.34106108,125.1822961,30.70228328,319.679761,0.34
B3,Warmed,Y,N,MAT.W.B3,11,G,5,3.043690307,125.5994846,116.1619871,0,291.5925385,0.497
B3,Warmed,Y,N,MAT.W.B3,11,H,5,1.516393656,72.45358992,72.30837155,6.621188311,283.1880638,0.356
B3,Warmed,Y,N,MAT.W.B3,12,A,2,1.149892981,4.489560033,29.3121414,27.64769279,246.1701099,1.235
B3,Warmed,Y,N,MAT.W.B3,12,B,2,1.529990473,17.70575688,70.14715776,47.46260888,215.0170499,0.674
B3,Warmed,Y,N,MAT.W.B3,12,C,2,1.646652596,4.618323685,39.07346481,53.2485499,294.2465349,0.621
B3,Warmed,Y,N,MAT.W.B3,12,D,2,2.231166287,34.32078855,27.56711601,235.2359875,635.4635565,0.704
B3,Warmed,Y,N,MAT.W.B3,12,E,2,0.916091648,4.959567894,26.45065637,105.6179011,238.3194753,0.813
B3,Warmed,Y,N,MAT.W.B3,12,F,2,1.458890569,7.055336092,44.40807937,29.87814061,253.0950876,1.251
B3,Warmed,Y,N,MAT.W.B3,12,G,2,2.702108643,23.37148149,31.62483238,205.8311575,629.5794994,1.226
B3,Warmed,Y,N,MAT.W.B3,12,H,2,1.658738592,9.768292798,44.03115864,0,231.5091526,0.973
B4,Warmed,Y,N,MAT.W.B4,3,A,9,0.813259895,20.66355193,35.98477744,393.9700745,1409.851349,1.026
B4,Warmed,Y,N,MAT.W.B4,3,B,9,0.933885717,24.599963,52.55684111,1478.789188,2624.653867,0.647
B4,Warmed,Y,N,MAT.W.B4,3,C,9,0.925230264,30.95521175,74.66348983,1638.247211,2730.847097,0.616
B4,Warmed,Y,N,MAT.W.B4,3,D,9,0.920623674,31.70179683,62.69474144,1533.911552,1554.87235,1.042
B4,Warmed,Y,N,MAT.W.B4,3,E,9,0.551646285,21.74771524,49.71051698,1560.060663,2347.835776,0.718
B4,Warmed,Y,N,MAT.W.B4,3,F,9,0.57258595,24.23724016,62.22275485,456.664386,1491.989212,1.175
B4,Warmed,Y,N,MAT.W.B4,3,G,9,0.61218243,29.67178691,75.3820234,1169.494662,2187.270512,1.175
B4,Warmed,Y,N,MAT.W.B4,3,H,9,0.429263056,27.06515272,59.48643781,2522.536506,2459.306857,0.666
B4,Warmed,Y,N,MAT.W.B4,4,A,9,1.468941376,28.91311331,86.71359248,1942.958592,2176.554242,0.413
