Species	Treatment	OTU 	LAP	NAG	PHOS	ABTS	TMB
Russula nitida_1	Warmed	39	2.164894121	31.98015474	35.0094073	133.4603263	470.2029271
Russula nitida_1	Warmed	39	2.554738189	20.13749305	37.2536279	139.0050272	381.3723464
Russula nitida_1	Warmed	39	1.478835027	19.66976746	27.03775901	107.8249794	380.8541775
Russula nitida_1	Warmed	39	2.36157994	7.058459553	59.21875355	45.89845928	276.3416953
Russula nitida_1	Warmed	39	0.890481057	0.520476971	43.07983217	44.12126798	265.4690562
Russula nitida_1	Warmed	39	1.023961253	0.620326774	58.71588134	2.467255749	183.8128765
Russula nitida_1	Warmed	39	0.750120655	0.354803807	35.41696729	28.43738251	211.1573197
Russula nitida_1	Warmed	39	0.99579941	7.367948106	57.16597348	28.70748521	213.2134374
Russula nitida_1	Warmed	39	1.154148902	9.996312029	36.79978998	12.46851481	89.27646374
Russula nitida_1	Warmed	39	0.895471042	5.013615142	41.55548041	45.37916168	245.1668332
Russula nitida_1	Warmed	39	0.776386306	8.792179791	39.62143226	19.99675893	0
Russula nitida_1	Warmed	39	1.059553136	5.955581752	41.94375885	69.17418663	270.6796763
Russula nitida_1	Warmed	39	1.517549665	10.43221341	59.34858715	0.358228425	114.5116628
Russula nitida_1	Warmed	39	1.354360661	8.497337565	53.95525822	3.301320783	253.714096
Russula nitida_1	Warmed	39	1.038393235	7.464214362	56.5717073	1.465741049	211.1137821
Russula nitida_1	Warmed	39	0.995684561	10.56719675	53.83537198	0	173.8094421
Russula nitida_1	Warmed	39	1.214460897	2.527273898	44.65185953	7.0235117	113.6133399
Russula nitida_1	Warmed	39	1.486977442	2.706027031	64.83763235	3.559268541	146.9129787
Russula nitida_1	Warmed	39	1.55066143	6.410652678	47.83658081	28.98422352	354.3531171
Russula nitida_1	Warmed	39	1.445493874	19.28384998	60.62586443	0.4776379	238.3332168
Russula nitida_1	Warmed	39	1.529990473	17.70575688	70.14715776	47.46260888	215.0170499
Russula decolorans	Warmed	40	0.823734285	28.31781438	53.8573723	222.7882575	988.3375237
Russula decolorans	Warmed	40	0.464377669	30.98227346	80.56786006	605.969836	1968.50475
Russula decolorans	Warmed	40	0.6518848	16.52355582	43.0379833	717.1311872	1799.987779
Russula suecica	Warmed	42	0.602239771	12.82451473	28.54791299	750.3019417	1386.205572
Russula suecica	Warmed	42	1.017244708	13.13827508	30.40847771	856.6757416	1689.838574
Russula suecica	Warmed	42	0.747715431	34.9624654	61.70455461	849.5829061	1031.461014
Russula suecica	Warmed	42	1.107374454	36.5174562	63.43391435	823.0939178	1171.392064
Russula suecica	Warmed	42	0.822421148	34.5393697	85.97572063	1144.795878	2264.941562
Russula suecica	Warmed	42	1.332097058	30.12478621	58.1618513	473.3060447	947.8322666
Russula suecica	Warmed	42	3.290290524	47.85969777	97.76507039	1130.505354	2093.274732
Russula suecica	Warmed	42	2.609574196	54.05392998	91.72491848	962.852521	1849.79564
Russula suecica	Warmed	42	1.090654055	39.82350217	56.40789225	925.6649869	2097.652574
Russula suecica	Warmed	42	1.699128695	38.37426443	68.38135101	672.7700088	1349.008879
Russula suecica	Warmed	42	1.236958745	10.89590016	26.75177721	670.7486752	1469.358757
Russula vinosa_2	Warmed	44	1.516393656	72.45358992	72.30837155	6.621188311	283.1880638
Cadophora finlandica	Warmed.Fertilized	3	0.214054917	22.07752043	31.61612441	126.9655501	266.4950003
Cenococcum geophilum	Warmed.Fertilized	4	0.94361053	26.22558645	20.78832329	22.10833422	258.1212117
Cenococcum geophilum	Warmed.Fertilized	4	0.25029547	16.14061491	14.8632988	69.37239393	439.3322136
Cenococcum geophilum	Warmed.Fertilized	4	1.111108926	28.84675456	16.00349268	0	303.4028668
Cenococcum geophilum	Warmed.Fertilized	4	0.404819969	14.42035086	12.12407954	56.88430667	269.144213
Cenococcum geophilum	Warmed.Fertilized	4	0.077364657	4.58346775	8.670037184	6.36207331	512.9368118
Cenococcum geophilum	Warmed.Fertilized	4	0.094731552	8.000484132	5.047513757	52.62233431	691.9060096
Cenococcum geophilum	Warmed.Fertilized	4	0.828064562	12.17829318	57.13023249	14.69202714	437.5007311
Cenococcum geophilum	Warmed.Fertilized	4	2.046411617	28.06308243	27.63053463	371.8814062	1393.168561
Chalara sp.	Warmed.Fertilized	5	0.886267597	45.54318619	145.3224342	1958.172035	4037.407963
Chalara sp.	Warmed.Fertilized	5	0.961084348	28.55114876	43.54540195	13.9397169	551.4581849
Cortinarius casimiri	Warmed.Fertilized	9	4.722686752	11.39248196	53.41246705	1.523716926	1604.158401
Cortinarius casimiri	Warmed.Fertilized	9	4.943708705	13.96622982	79.07524937	42.0974373	704.1769018
Cortinarius casimiri	Warmed.Fertilized	9	1.61021133	29.09072764	70.88998447	12.54892065	752.357213
Cortinarius diasemospermus	Warmed.Fertilized	16	9.475596811	9.128343709	23.50492796	16.5246758	416.1177441
Cortinarius diasemospermus	Warmed.Fertilized	16	4.965313699	19.56307725	55.17783755	4.798832618	656.913152
Cortinarius diasemospermus	Warmed.Fertilized	16	0.16007871	10.74400182	5.558475585	0	141.9541911
Laccaria laccata	Warmed.Fertilized	18	1.940965464	36.64606293	62.49571331	416.2882974	478.400444
Laccaria laccata	Warmed.Fertilized	18	1.23774849	30.17077528	58.53545009	18.8166233	351.0870881
Laccaria laccata	Warmed.Fertilized	18	1.582002297	31.16884931	47.31737992	455.2978645	288.3115835
Laccaria laccata	Warmed.Fertilized	18	2.130811684	40.98311819	72.79919545	178.4246031	472.0134232
Laccaria laccata	Warmed.Fertilized	18	1.969107754	44.47864389	64.59747683	270.7395252	785.1203384
Laccaria laccata	Warmed.Fertilized	18	2.854000097	42.89980965	58.60498032	437.6499062	1379.968043
Laccaria laccata	Warmed.Fertilized	18	3.827130417	37.76639441	73.75612899	385.2717052	1065.257996
Laccaria laccata	Warmed.Fertilized	18	2.767098442	27.72980491	57.94004447	248.5730646	920.778468
Laccaria laccata	Warmed.Fertilized	18	1.324608587	23.05777054	30.65863961	134.0680326	496.1533779
Laccaria laccata	Warmed.Fertilized	18	0.987400209	24.71125844	34.91727666	106.2672127	596.8454153
Laccaria laccata	Warmed.Fertilized	18	1.422039564	20.48105798	26.3405528	264.3022862	711.9947364
Laccaria laccata	Warmed.Fertilized	18	0.981464328	23.08619679	123.4684291	200.1521208	514.8848864
Laccaria laccata	Warmed.Fertilized	18	1.271570321	27.35483181	126.7356144	171.2212999	508.9267203
Laccaria laccata	Warmed.Fertilized	18	1.987051805	29.95537467	89.34000921	179.8850042	938.3543931
Laccaria laccata	Warmed.Fertilized	18	2.864708837	16.56205437	27.79724944	36.77622831	1072.245219
Laccaria laccata	Warmed.Fertilized	18	1.240551463	20.75970608	63.20991322	86.986442	275.532595
Laccaria laccata	Warmed.Fertilized	18	1.6163388	22.84267906	76.03017912	192.9723325	450.1926777
Laccaria laccata	Warmed.Fertilized	18	1.242919298	22.19112689	49.82081593	91.30992635	365.2981064
Laccaria laccata	Warmed.Fertilized	18	1.011480004	25.07349455	61.88426938	194.0077706	489.44046
Lactarius vietus_1	Warmed.Fertilized	19	7.549950312	19.24328086	103.53934	81.39170106	729.4983045
Lactarius vietus_1	Warmed.Fertilized	19	3.49104863	22.68811274	59.91394324	178.7647748	478.806093
Lactarius vietus_1	Warmed.Fertilized	19	6.866969719	36.05836942	145.2622121	192.0027731	753.3562244
Lactarius vietus_1	Warmed.Fertilized	19	2.569324167	25.46751638	60.29427879	217.5342562	660.1617787
Lactarius thyinos	Warmed.Fertilized	19	5.863707887	32.23892677	100.8541622	163.9827933	810.9218889
Lactarius thyinos	Warmed.Fertilized	19	1.67303652	12.37333399	20.46564947	114.8650252	342.3282778
Lactarius thyinos	Warmed.Fertilized	19	3.595487271	27.96098051	55.06167441	117.0578117	505.5136688
Lactarius thyinos	Warmed.Fertilized	19	1.145155465	23.57579909	56.11534372	20.16900666	272.96926
Lactarius vietus_1	Warmed.Fertilized	19	4.796953692	20.07447644	80.03359825	217.8965317	707.2833813
Lactarius glyciosmus	Warmed.Fertilized	20	2.78567476	33.83168915	38.1642289	445.0947164	652.4000716
Lactarius glyciosmus	Warmed.Fertilized	20	1.763024547	24.84851175	32.02141774	320.2898463	627.8892904
Lactarius glyciosmus	Warmed.Fertilized	20	2.24882332	22.27077921	26.23539161	227.0324698	513.663132
Lactarius glyciosmus	Warmed.Fertilized	20	2.502457344	20.8460497	22.34682403	216.2012566	948.0100216
Lactarius glyciosmus	Warmed.Fertilized	20	5.009716523	32.24551417	33.46915998	236.4893681	1093.116653
Lactarius glyciosmus	Warmed.Fertilized	20	3.987131966	19.27599788	65.94979769	336.0906367	763.5864969
Lactarius glyciosmus	Warmed.Fertilized	20	4.146428141	25.31948688	70.26255689	300.4225646	708.345521
Lactarius glyciosmus	Warmed.Fertilized	20	4.421405391	24.92164928	59.99850694	308.796261	729.3213875
Lactarius glyciosmus	Warmed.Fertilized	20	4.270740656	7.631370789	61.85114547	272.4690086	598.8420043
Lactarius glyciosmus	Warmed.Fertilized	20	4.371399815	22.1448676	73.69596882	294.3653512	878.5897417
Lactarius glyciosmus	Warmed.Fertilized	20	4.434858333	18.93984237	61.80326461	248.1092315	509.3781423
Lactarius glyciosmus	Warmed.Fertilized	20	1.829563294	27.88108004	67.48348249	303.5242195	742.6693166
Meliniomyces bicolor	Warmed.Fertilized	29	3.569268814	26.41857304	30.06045103	20.14788728	1490.35518
Meliniomyces bicolor	Warmed.Fertilized	29	1.194692424	9.485749608	18.35261909	3.361501109	199.9428457
Meliniomyces bicolor	Warmed.Fertilized	29	0.375293113	1.977912341	6.580648201	0	95.48091159
Pseudotomentella tristis	Warmed.Fertilized	31	0.111268501	19.98358636	27.92687522	0.279557175	349.4417299
Pseudotomentella tristis	Warmed.Fertilized	31	0.41517546	35.31211525	23.85947	1.697225863	129.1772545
Pseudotomentella tristis	Warmed.Fertilized	31	0.551053232	35.39526986	32.3109513	1.053656017	281.7119019
Rhizoscyphus ericae	Warmed.Fertilized	32	0.426021829	7.529374999	40.2767722	100.0531942	185.1236074
Thelephora terrestris	Warmed.Fertilized	33	4.817508974	39.41364776	79.99302638	0.739621963	126.0200315
Thelephora terrestris	Warmed.Fertilized	33	5.019951612	44.34049266	80.57479577	0.905079965	47.70571304
Thelephora terrestris	Warmed.Fertilized	33	2.4050537	40.36447998	58.7144179	0.807962592	150.869407
Thelephora terrestris	Warmed.Fertilized	33	3.852534462	35.32584716	62.95143783	0	46.61828407
Thelephora terrestris	Warmed.Fertilized	33	3.911982513	46.20340893	96.4996311	0.946148166	148.8379265
Thelephora terrestris	Warmed.Fertilized	33	8.369590987	36.60946967	52.43251359	0	1046.720648
Thelephora terrestris	Warmed.Fertilized	33	7.344855528	35.64194858	46.25846579	0	123.0465495
Tomentellopsis submollis	Warmed.Fertilized	36	0.722869703	73.35751491	133.3988967	1.060945008	87.59539609
Tomentellopsis submollis	Warmed.Fertilized	36	1.05316986	58.20262953	91.61510203	0	154.5299158
Tomentellopsis submollis	Warmed.Fertilized	36	2.904127928	76.39656407	142.9240956	1.082697841	555.1349672
Tomentellopsis submollis	Warmed.Fertilized	36	1.843382798	66.98074056	100.1174865	0.297880714	427.5769306
Tomentellopsis submollis	Warmed.Fertilized	36	5.443395029	152.3608145	295.6301409	0	1390.746388
Tomentellopsis submollis	Warmed.Fertilized	36	1.733320838	81.63100666	77.54474367	2.598713599	218.6906826
Tomentellopsis submollis	Warmed.Fertilized	36	2.902749256	80.04605741	78.03962226	0.961839454	443.1540611
Tomentellopsis submollis	Warmed.Fertilized	36	1.865453747	38.52976051	104.1637564	0	913.9541796
Tomentellopsis submollis	Warmed.Fertilized	36	3.363402002	31.94948978	81.7133046	4.986283422	610.0450142
Tomentellopsis submollis	Warmed.Fertilized	36	2.343956981	25.86945115	78.50714103	3.686096616	562.7649088
Tomentellopsis submollis	Warmed.Fertilized	36	3.644565028	61.05265579	338.6082838	0	624.459075
Tomentellopsis submollis	Warmed.Fertilized	36	2.609220332	83.79571021	338.3786064	0	653.0859821
Russula chamiteae	Warmed.Fertilized	37	2.675546667	11.68156152	0.380927281	0	1029.644882
Russula vinosa_1	Warmed.Fertilized	38	2.48027663	25.04773841	47.11330642	963.6317828	2094.402237
Russula nitida_1 	Warmed.Fertilized	39	1.707864261	9.768589043	118.8724101	3.060698742	219.6141567
Russula nitida_1 	Warmed.Fertilized	39	1.414718188	10.96682261	138.9524587	50.21417745	300.387095
Russula nitida_1	Warmed.Fertilized	39	0.872900396	6.460932833	83.31322667	1.651250724	189.066628
Russula nitida_1	Warmed.Fertilized	39	0.780255965	8.432074965	92.02862159	9.215448915	346.0155145
Russula nitida_1	Warmed.Fertilized	39	0.602085947	6.584549382	50.92739028	0.797268969	164.5091161
Russula nitida_1	Warmed.Fertilized	39	1.026041042	13.10356454	119.8896076	0.495560237	202.6862366
Russula nitida_1	Warmed.Fertilized	39	1.122267764	15.70782829	74.37011201	21.45982308	549.0242906
Russula nitida_1	Warmed.Fertilized	39	0.854433874	16.38664232	54.60184995	48.58081727	501.9326313
Russula nitida_1	Warmed.Fertilized	39	1.679296934	20.99380882	29.91231263	432.7741929	1003.705459
Russula nitida_1	Warmed.Fertilized	39	2.51576134	6.39666249	49.75278082	0	825.8162173
Russula nitida_1	Warmed.Fertilized	39	2.434911312	20.86503734	56.96316098	11.98305285	676.1661363
Russula nitida_1	Warmed.Fertilized	39	1.642939702	4.229772496	31.07929288	4.013749648	269.0600625
Russula nitida_1	Warmed.Fertilized	39	1.743025569	3.473323279	35.20485017	29.36684098	244.4017024
Russula nitida_1	Warmed.Fertilized	39	1.794016815	4.844513838	108.4304325	1.542296427	278.6216378
Russula nitida_1	Warmed.Fertilized	39	1.416101086	3.895461735	91.34690799	60.21710168	465.8348046
Russula nitida_1	Warmed.Fertilized	39	1.475177573	3.89870413	93.00718396	9.281027614	253.0199314
Russula nitida_1	Warmed.Fertilized	39	1.29804609	4.623289697	68.70343657	0	212.6371531
Russula nitida_1	Warmed.Fertilized	39	1.226121424	3.553393041	103.6115103	5.803882976	315.2137659
Russula decolorans	Warmed.Fertilized	40	0.685297392	11.07822282	121.8696259	352.549573	1110.982095
Russula nitida_2	Warmed.Fertilized	41	1.858622702	5.923473504	102.3080619	68.57702513	300.6922992
Russula nitida_2	Warmed.Fertilized	41	1.573960861	3.657551638	89.42262631	70.84671493	334.6024728
Russula suecica	Warmed.Fertilized	42	2.870156574	54.10845489	42.29720583	0	214.3830155
Russula suecica	Warmed.Fertilized	42	1.69153424	17.88779995	95.62025787	770.2203415	1544.387388
Russula suecica	Warmed.Fertilized	42	1.273692048	16.19491667	63.42437034	503.9744261	835.9927017
Russula suecica	Warmed.Fertilized	42	1.459172415	18.84367471	105.2511949	858.2678311	1571.004651
Russula suecica	Warmed.Fertilized	42	2.581977893	30.31884365	129.9709232	1425.848872	2489.180551
Russula suecica	Warmed.Fertilized	42	2.458361502	16.65898511	109.5437635	946.4768396	1897.876517
Russula suecica	Warmed.Fertilized	42	2.864400805	30.62220248	158.4971175	1526.256292	2571.83218
Russula suecica	Warmed.Fertilized	42	1.700125465	17.428271	92.97589254	1321.036209	1841.284765
